107.07686374411288	2850	1.0	0.0	450283	1799.791826104413	-6.989104852248976 0
107.70941944989178	2850	1.3674442942210994	0.0	155580	632.5557057789006	-0.15000000000000002 0
108.02515927039072	2850	2.0517044737221606	0.0	139857	315.73982049893914	0.3 0
108.86792311094182	2850 2.2089406331710606	0.0	155432	842.7638405510996	0.3 0
110.24592684264044	2850	1.8309369014724395	0.0	163442	1378.003731698621	0.3 0
111.0684321560462	2850	2.008431588066692	0.0	126289	822.5053134057472	0.3 0
111.57538046163172	2850	2.501483282481168	0.0	153295	506.9483055855239	0.3 0
112.02504675461466	2850	3.0518169894982154	0.0	173849	449.6662929829526	0.3 0
112.68669833750027	2850	3.3901654066126152	0.0	150710	661.6515828856004	0.3 0
113.38764814270391	2850	3.6892156014089768	0.0	139105	700.9498052036383	0.3 0
114.44835773598238	2850	3.6285060081305103	0.0	141840	1060.7095932784669	0.3 0
115.98204008307053	2850	3.0948236610423656	0.0	156148	1533.6823470881448	0.3 0
116.5959845283183	2850	3.480879215794604	0.0	160746	613.9444452477621	0.3 0
117.1941185393424	2850	3.8827452047704987	0.0	179801	598.1340110241048	0.3 0
117.80769035647633	2850	4.269173387636554	0.0	140051	613.5718171339446	0.3 0
118.4346616442549	2850	4.642202099857985	0.0	138313	626.9712877785687	0.3 0
118.96002142264715	2850	5.116842321465734	0.0	143509	525.3597783922512	0.3 0
119.46753147328678	2850	5.6093322708260915	0.0	150616	507.51005063964254	0.3 0
119.98886104272741	2850	6.088002701385469	0.0	165384	521.3295694406225	0.3 0
120.46680380365508	2850	6.610059940457786	0.0	140881	477.9427609276827	0.3 0

