streaming_log,mos,content,encoding_profile,device
trace0-6403_1.csv,66.66666666,Gaming,H264,720p
trace0-6403_2.csv,77.14285714,Gaming,H264,720p
trace0-6403_3.csv,60.0,Gaming,H264,720p
trace0-6403_4.csv,57.14285714,Gaming,H264,720p
trace0-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace0-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace0-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace0-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace1-6403_1.csv,66.66666666,Gaming,H264,720p
trace1-6403_2.csv,77.14285714,Gaming,H264,720p
trace1-6403_3.csv,60.0,Gaming,H264,720p
trace1-6403_4.csv,57.14285714,Gaming,H264,720p
trace1-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace1-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace1-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace1-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace2-6403_1.csv,66.66666666,Gaming,H264,720p
trace2-6403_2.csv,77.14285714,Gaming,H264,720p
trace2-6403_3.csv,60.0,Gaming,H264,720p
trace2-6403_4.csv,57.14285714,Gaming,H264,720p
trace2-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace2-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace2-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace2-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace3-6403_1.csv,66.66666666,Gaming,H264,720p
trace3-6403_2.csv,77.14285714,Gaming,H264,720p
trace3-6403_3.csv,60.0,Gaming,H264,720p
trace3-6403_4.csv,57.14285714,Gaming,H264,720p
trace3-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace3-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace3-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace3-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace4-6403_1.csv,66.66666666,Gaming,H264,720p
trace4-6403_2.csv,77.14285714,Gaming,H264,720p
trace4-6403_3.csv,60.0,Gaming,H264,720p
trace4-6403_4.csv,57.14285714,Gaming,H264,720p
trace4-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace4-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace4-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace4-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace5-6403_1.csv,66.66666666,Gaming,H264,720p
trace5-6403_2.csv,77.14285714,Gaming,H264,720p
trace5-6403_3.csv,60.0,Gaming,H264,720p
trace5-6403_4.csv,57.14285714,Gaming,H264,720p
trace5-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace5-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace5-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace5-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace6-6403_1.csv,66.66666666,Gaming,H264,720p
trace6-6403_2.csv,77.14285714,Gaming,H264,720p
trace6-6403_3.csv,60.0,Gaming,H264,720p
trace6-6403_4.csv,57.14285714,Gaming,H264,720p
trace6-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace6-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace6-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace6-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace7-6403_1.csv,66.66666666,Gaming,H264,720p
trace7-6403_2.csv,77.14285714,Gaming,H264,720p
trace7-6403_3.csv,60.0,Gaming,H264,720p
trace7-6403_4.csv,57.14285714,Gaming,H264,720p
trace7-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace7-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace7-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace7-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace8-6403_1.csv,66.66666666,Gaming,H264,720p
trace8-6403_2.csv,77.14285714,Gaming,H264,720p
trace8-6403_3.csv,60.0,Gaming,H264,720p
trace8-6403_4.csv,57.14285714,Gaming,H264,720p
trace8-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace8-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace8-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace8-6403_phase_2_4.csv,68.0,Gaming,H264,720p
trace9-6403_1.csv,66.66666666,Gaming,H264,720p
trace9-6403_2.csv,77.14285714,Gaming,H264,720p
trace9-6403_3.csv,60.0,Gaming,H264,720p
trace9-6403_4.csv,57.14285714,Gaming,H264,720p
trace9-6403_phase_2_1.csv,74.28571428,Gaming,H264,720p
trace9-6403_phase_2_2.csv,78.0,Gaming,H264,720p
trace9-6403_phase_2_3.csv,66.66666666,Gaming,H264,720p
trace9-6403_phase_2_4.csv,68.0,Gaming,H264,720p
