streaming_log,mos,content,encoding_profile,device
trace0-2abf_2.csv,68.57142858,Animation,H264,720p
trace0-2abf_3.csv,61.81818182,Animation,H264,720p
trace0-2abf_4.csv,64.0,Animation,H264,720p
trace0-2abf_5.csv,68.57142858,Animation,H264,720p
trace0-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace0-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace0-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace0-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace1-2abf_2.csv,68.57142858,Animation,H264,720p
trace1-2abf_3.csv,61.81818182,Animation,H264,720p
trace1-2abf_4.csv,64.0,Animation,H264,720p
trace1-2abf_5.csv,68.57142858,Animation,H264,720p
trace1-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace1-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace1-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace1-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace2-2abf_2.csv,68.57142858,Animation,H264,720p
trace2-2abf_3.csv,61.81818182,Animation,H264,720p
trace2-2abf_4.csv,64.0,Animation,H264,720p
trace2-2abf_5.csv,68.57142858,Animation,H264,720p
trace2-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace2-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace2-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace2-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace3-2abf_2.csv,68.57142858,Animation,H264,720p
trace3-2abf_3.csv,61.81818182,Animation,H264,720p
trace3-2abf_4.csv,64.0,Animation,H264,720p
trace3-2abf_5.csv,68.57142858,Animation,H264,720p
trace3-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace3-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace3-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace3-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace4-2abf_2.csv,68.57142858,Animation,H264,720p
trace4-2abf_3.csv,61.81818182,Animation,H264,720p
trace4-2abf_4.csv,64.0,Animation,H264,720p
trace4-2abf_5.csv,68.57142858,Animation,H264,720p
trace4-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace4-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace4-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace4-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace5-2abf_2.csv,68.57142858,Animation,H264,720p
trace5-2abf_3.csv,61.81818182,Animation,H264,720p
trace5-2abf_4.csv,64.0,Animation,H264,720p
trace5-2abf_5.csv,68.57142858,Animation,H264,720p
trace5-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace5-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace5-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace5-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace6-2abf_2.csv,68.57142858,Animation,H264,720p
trace6-2abf_3.csv,61.81818182,Animation,H264,720p
trace6-2abf_4.csv,64.0,Animation,H264,720p
trace6-2abf_5.csv,68.57142858,Animation,H264,720p
trace6-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace6-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace6-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace6-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace7-2abf_2.csv,68.57142858,Animation,H264,720p
trace7-2abf_3.csv,61.81818182,Animation,H264,720p
trace7-2abf_4.csv,64.0,Animation,H264,720p
trace7-2abf_5.csv,68.57142858,Animation,H264,720p
trace7-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace7-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace7-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace7-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace8-2abf_2.csv,68.57142858,Animation,H264,720p
trace8-2abf_3.csv,61.81818182,Animation,H264,720p
trace8-2abf_4.csv,64.0,Animation,H264,720p
trace8-2abf_5.csv,68.57142858,Animation,H264,720p
trace8-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace8-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace8-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace8-2abf_phase_2_4.csv,76.0,Animation,H264,720p
trace9-2abf_2.csv,68.57142858,Animation,H264,720p
trace9-2abf_3.csv,61.81818182,Animation,H264,720p
trace9-2abf_4.csv,64.0,Animation,H264,720p
trace9-2abf_5.csv,68.57142858,Animation,H264,720p
trace9-2abf_phase_2_1.csv,68.0,Animation,H264,720p
trace9-2abf_phase_2_2.csv,80.0,Animation,H264,720p
trace9-2abf_phase_2_3.csv,100.0,Animation,H264,720p
trace9-2abf_phase_2_4.csv,76.0,Animation,H264,720p
