representation_index,rebuffering_duration,video_bitrate,chunk_duration,framerate,width,height,mos,psnr,ssim,vmaf
0.0,1.0,750.0,1.0,25.0,1280.0,720.0,86.66666665999999,35.33720000000001,0.9759999999999996,100.0
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,60.0,36.101200000000006,0.9787600000000001,99.7150624
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,72.0,18.028399999999998,0.34767999999999993,14.692277039999999
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,68.0,17.875999999999998,0.3472,11.840688240000002
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,17.950400000000002,0.3377599999999999,13.471180600000002
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,17.685200000000002,0.32768,10.6357556
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,18.078400000000002,0.33775999999999995,11.014696360000002
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,64.0,16.719199999999997,0.36060000000000003,19.253809719999996
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,11.4848,0.5647200000000001,11.06891388
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,7.978,0.6692,5.08425944
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,10.0572,0.57684,4.72599256
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,65.71428572,18.878800000000002,0.61068,6.2252146800000006
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,20.700399999999995,0.60332,6.054071440000001
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,20.898799999999998,0.5942799999999999,5.2282720000000005
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,17.85440000000001,0.54688,9.01990852
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,71.42857142,18.321200000000005,0.5243199999999999,6.913548959999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,17.4444,0.51348,7.32425468
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,15.888000000000002,0.5244399999999999,15.379071279999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,50.42680000000002,0.9980000000000002,96.16195207999999
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,50.453750000000014,0.9980000000000002,96.17685141666668
