representation_index,rebuffering_duration,video_bitrate,chunk_duration,framerate,width,height,mos,psnr,ssim,vmaf
0.0,1.0,750.0,1.0,25.0,1280.0,720.0,86.66666665999999,17.347600000000003,0.32896000000000003,16.874900359999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,60.0,17.438399999999998,0.32620000000000005,15.590344720000001
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,72.0,17.6936,0.33252000000000004,14.834347600000001
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,68.0,17.8752,0.34724000000000005,11.84840792
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,17.950400000000002,0.3378399999999999,13.51935896
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,17.684000000000005,0.32775999999999994,10.62552768
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,18.0788,0.33768,10.99551892
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,64.0,16.720399999999998,0.36056000000000005,19.29243676
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,11.485199999999999,0.56476,11.306035040000001
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,7.978,0.6692,5.08425944
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,10.0572,0.57684,4.72599256
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,65.71428572,18.878800000000002,0.61068,6.2252146800000006
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,20.700399999999995,0.60332,6.054071440000001
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,20.898799999999998,0.5942799999999999,5.2282720000000005
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,17.85440000000001,0.54688,9.01990852
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,71.42857142,18.321200000000005,0.5243199999999999,6.913548959999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,17.4444,0.51348,7.32425468
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,15.888000000000002,0.5244399999999999,15.379071279999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,50.42680000000002,0.9980000000000002,96.16195207999999
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,50.453750000000014,0.9980000000000002,96.17685141666668
