representation_index,rebuffering_duration,video_bitrate,chunk_duration,framerate,width,height,mos,psnr,ssim,vmaf
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,86.66666665999999,35.673599999999986,0.9788000000000001,96.11151140000001
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,60.0,35.33600000000001,0.9760399999999997,100.0
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,72.0,35.6812,0.9769200000000001,99.69153772
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,68.0,35.852399999999996,0.9788800000000001,99.19300215999999
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,35.76,0.9785599999999998,96.85268303999999
0.0,1.0,300.0,1.0,25.0,1280.0,720.0,64.0,18.8952,0.3724,14.375093760000002
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,64.0,18.0796,0.33744,10.97979756
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,64.0,16.7196,0.36052,19.17143636
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,11.485199999999999,0.5648000000000001,9.94037796
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,7.978,0.6692,5.08425944
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,65.71428572,10.0572,0.57684,4.72599256
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,65.71428572,18.878800000000002,0.61068,6.2252146800000006
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,20.700399999999995,0.60332,6.054071440000001
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,20.898799999999998,0.5942799999999999,5.2282720000000005
0.0,0.0,750.0,1.0,25.0,1280.0,720.0,71.42857142,17.85440000000001,0.54688,9.01990852
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,71.42857142,18.321200000000005,0.5243199999999999,6.913548959999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,17.4444,0.51348,7.32425468
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,15.888000000000002,0.5244399999999999,15.379071279999998
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,50.42680000000002,0.9980000000000002,96.16195207999999
0.0,0.0,300.0,1.0,25.0,1280.0,720.0,80.0,50.453750000000014,0.9980000000000002,96.17685141666668
