streaming_log,mos,content,encoding_profile,device
trace0-08e1_1.csv,71.42857142,Sports,H264,720p
trace0-08e1_2.csv,62.85714286,Sports,H264,720p
trace0-08e1_3.csv,68.0,Sports,H264,720p
trace0-08e1_4.csv,60.0,Sports,H264,720p
trace0-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace0-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace0-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace0-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace1-08e1_1.csv,71.42857142,Sports,H264,720p
trace1-08e1_2.csv,62.85714286,Sports,H264,720p
trace1-08e1_3.csv,68.0,Sports,H264,720p
trace1-08e1_4.csv,60.0,Sports,H264,720p
trace1-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace1-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace1-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace1-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace2-08e1_1.csv,71.42857142,Sports,H264,720p
trace2-08e1_2.csv,62.85714286,Sports,H264,720p
trace2-08e1_3.csv,68.0,Sports,H264,720p
trace2-08e1_4.csv,60.0,Sports,H264,720p
trace2-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace2-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace2-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace2-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace3-08e1_1.csv,71.42857142,Sports,H264,720p
trace3-08e1_2.csv,62.85714286,Sports,H264,720p
trace3-08e1_3.csv,68.0,Sports,H264,720p
trace3-08e1_4.csv,60.0,Sports,H264,720p
trace3-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace3-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace3-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace3-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace4-08e1_1.csv,71.42857142,Sports,H264,720p
trace4-08e1_2.csv,62.85714286,Sports,H264,720p
trace4-08e1_3.csv,68.0,Sports,H264,720p
trace4-08e1_4.csv,60.0,Sports,H264,720p
trace4-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace4-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace4-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace4-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace5-08e1_1.csv,71.42857142,Sports,H264,720p
trace5-08e1_2.csv,62.85714286,Sports,H264,720p
trace5-08e1_3.csv,68.0,Sports,H264,720p
trace5-08e1_4.csv,60.0,Sports,H264,720p
trace5-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace5-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace5-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace5-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace6-08e1_1.csv,71.42857142,Sports,H264,720p
trace6-08e1_2.csv,62.85714286,Sports,H264,720p
trace6-08e1_3.csv,68.0,Sports,H264,720p
trace6-08e1_4.csv,60.0,Sports,H264,720p
trace6-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace6-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace6-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace6-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace7-08e1_1.csv,71.42857142,Sports,H264,720p
trace7-08e1_2.csv,62.85714286,Sports,H264,720p
trace7-08e1_3.csv,68.0,Sports,H264,720p
trace7-08e1_4.csv,60.0,Sports,H264,720p
trace7-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace7-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace7-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace7-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace8-08e1_1.csv,71.42857142,Sports,H264,720p
trace8-08e1_2.csv,62.85714286,Sports,H264,720p
trace8-08e1_3.csv,68.0,Sports,H264,720p
trace8-08e1_4.csv,60.0,Sports,H264,720p
trace8-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace8-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace8-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace8-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
trace9-08e1_1.csv,71.42857142,Sports,H264,720p
trace9-08e1_2.csv,62.85714286,Sports,H264,720p
trace9-08e1_3.csv,68.0,Sports,H264,720p
trace9-08e1_4.csv,60.0,Sports,H264,720p
trace9-08e1_phase_2_1.csv,68.0,Sports,H264,720p
trace9-08e1_phase_2_2.csv,64.0,Sports,H264,720p
trace9-08e1_phase_2_3.csv,72.0,Sports,H264,720p
trace9-08e1_phase_2_4.csv,71.42857142,Sports,H264,720p
