streaming_log,mos,content,encoding_profile,device
trace0-1a6d_2.csv,85.71428572,Animation,H264,720p
trace0-1a6d_3.csv,80.0,Animation,H264,720p
trace0-1a6d_4.csv,74.54545454,Animation,H264,720p
trace0-1a6d_5.csv,72.0,Animation,H264,720p
trace0-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace0-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace0-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace0-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace1-1a6d_2.csv,85.71428572,Animation,H264,720p
trace1-1a6d_3.csv,80.0,Animation,H264,720p
trace1-1a6d_4.csv,74.54545454,Animation,H264,720p
trace1-1a6d_5.csv,72.0,Animation,H264,720p
trace1-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace1-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace1-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace1-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace2-1a6d_2.csv,85.71428572,Animation,H264,720p
trace2-1a6d_3.csv,80.0,Animation,H264,720p
trace2-1a6d_4.csv,74.54545454,Animation,H264,720p
trace2-1a6d_5.csv,72.0,Animation,H264,720p
trace2-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace2-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace2-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace2-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace3-1a6d_2.csv,85.71428572,Animation,H264,720p
trace3-1a6d_3.csv,80.0,Animation,H264,720p
trace3-1a6d_4.csv,74.54545454,Animation,H264,720p
trace3-1a6d_5.csv,72.0,Animation,H264,720p
trace3-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace3-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace3-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace3-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace4-1a6d_2.csv,85.71428572,Animation,H264,720p
trace4-1a6d_3.csv,80.0,Animation,H264,720p
trace4-1a6d_4.csv,74.54545454,Animation,H264,720p
trace4-1a6d_5.csv,72.0,Animation,H264,720p
trace4-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace4-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace4-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace4-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace5-1a6d_2.csv,85.71428572,Animation,H264,720p
trace5-1a6d_3.csv,80.0,Animation,H264,720p
trace5-1a6d_4.csv,74.54545454,Animation,H264,720p
trace5-1a6d_5.csv,72.0,Animation,H264,720p
trace5-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace5-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace5-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace5-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace6-1a6d_2.csv,85.71428572,Animation,H264,720p
trace6-1a6d_3.csv,80.0,Animation,H264,720p
trace6-1a6d_4.csv,74.54545454,Animation,H264,720p
trace6-1a6d_5.csv,72.0,Animation,H264,720p
trace6-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace6-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace6-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace6-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace7-1a6d_2.csv,85.71428572,Animation,H264,720p
trace7-1a6d_3.csv,80.0,Animation,H264,720p
trace7-1a6d_4.csv,74.54545454,Animation,H264,720p
trace7-1a6d_5.csv,72.0,Animation,H264,720p
trace7-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace7-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace7-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace7-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace8-1a6d_2.csv,85.71428572,Animation,H264,720p
trace8-1a6d_3.csv,80.0,Animation,H264,720p
trace8-1a6d_4.csv,74.54545454,Animation,H264,720p
trace8-1a6d_5.csv,72.0,Animation,H264,720p
trace8-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace8-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace8-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace8-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
trace9-1a6d_2.csv,85.71428572,Animation,H264,720p
trace9-1a6d_3.csv,80.0,Animation,H264,720p
trace9-1a6d_4.csv,74.54545454,Animation,H264,720p
trace9-1a6d_5.csv,72.0,Animation,H264,720p
trace9-1a6d_phase_2_1.csv,85.71428572,Animation,H264,720p
trace9-1a6d_phase_2_2.csv,84.0,Animation,H264,720p
trace9-1a6d_phase_2_3.csv,76.0,Animation,H264,720p
trace9-1a6d_phase_2_4.csv,92.0,Animation,H264,720p
