streaming_log,KSQI,SENSEI_KSQI,P1203,Bentaleb2016QoE
trace0-08e1_1.csv,6.442,2.93,0.167,-7.959
trace0-08e1_2.csv,5.73,1.082,0.022,-3.696
trace0-08e1_3.csv,9.763,0.661,0.04,4.712
trace0-08e1_4.csv,14.42,0.0,0.217,14.219
trace0-08e1_phase_2_1.csv,35.583,0.0,-0.046,33.931
trace0-08e1_phase_2_2.csv,64.532,0.0,-0.046,62.533
trace0-08e1_phase_2_3.csv,63.025,0.0,-0.046,61.209
trace0-08e1_phase_2_4.csv,62.465,0.0,-0.048,61.149
trace1-08e1_1.csv,12.432,5.866,0.086,-2.695
trace1-08e1_2.csv,10.355,3.348,0.155,1.569
trace1-08e1_3.csv,19.336,5.353,0.06,9.976
trace1-08e1_4.csv,23.994,0.0,0.206,19.483
trace1-08e1_phase_2_1.csv,45.156,0.988,0.028,39.195
trace1-08e1_phase_2_2.csv,74.106,0.488,0.028,67.797
trace1-08e1_phase_2_3.csv,72.599,1.488,0.03,66.473
trace1-08e1_phase_2_4.csv,72.039,1.416,0.028,66.413
trace2-08e1_1.csv,9.705,27.249,0.271,-9.236
trace2-08e1_2.csv,10.906,27.025,0.282,-4.972
trace2-08e1_3.csv,13.485,25.245,0.416,3.435
trace2-08e1_4.csv,20.737,45.763,0.434,12.942
trace2-08e1_phase_2_1.csv,37.898,88.143,0.225,32.654
trace2-08e1_phase_2_2.csv,66.847,87.643,0.225,61.256
trace2-08e1_phase_2_3.csv,65.34,88.643,0.225,59.933
trace2-08e1_phase_2_4.csv,64.78,88.572,0.223,59.872
trace3-08e1_1.csv,10.541,4.1,0.03,-1.418
trace3-08e1_2.csv,8.341,1.469,-0.059,2.845
trace3-08e1_3.csv,16.765,2.953,-0.236,11.253
trace3-08e1_4.csv,20.622,0.0,-0.014,20.76
trace3-08e1_phase_2_1.csv,41.785,0.0,-0.292,40.472
trace3-08e1_phase_2_2.csv,70.735,0.0,-0.292,69.074
trace3-08e1_phase_2_3.csv,69.228,0.0,-0.289,67.75
trace3-08e1_phase_2_4.csv,68.668,0.0,-0.291,67.69
trace4-08e1_1.csv,10.541,4.1,0.029,-1.418
trace4-08e1_2.csv,8.341,1.469,-0.062,2.845
trace4-08e1_3.csv,16.765,2.953,-0.241,11.253
trace4-08e1_4.csv,20.622,0.0,-0.018,20.76
trace4-08e1_phase_2_1.csv,41.785,0.0,-0.296,40.472
trace4-08e1_phase_2_2.csv,70.735,0.0,-0.296,69.074
trace4-08e1_phase_2_3.csv,69.228,0.0,-0.293,67.75
trace4-08e1_phase_2_4.csv,68.668,0.0,-0.295,67.69
trace5-08e1_1.csv,7.76,26.296,0.211,-7.959
trace5-08e1_2.csv,8.596,25.893,0.087,-3.696
trace5-08e1_3.csv,11.17,24.111,0.227,4.712
trace5-08e1_4.csv,18.422,44.628,0.248,14.219
trace5-08e1_phase_2_1.csv,35.583,87.009,0.022,33.931
trace5-08e1_phase_2_2.csv,64.532,86.509,0.022,62.533
trace5-08e1_phase_2_3.csv,63.025,87.509,0.022,61.209
trace5-08e1_phase_2_4.csv,62.465,87.437,0.02,61.149
trace6-08e1_1.csv,8.054,44.321,0.252,-7.959
trace6-08e1_2.csv,9.255,44.097,0.132,-3.696
trace6-08e1_3.csv,11.834,42.317,0.267,4.712
trace6-08e1_4.csv,18.792,65.871,0.288,14.219
trace6-08e1_phase_2_1.csv,35.446,100.0,0.069,33.931
trace6-08e1_phase_2_2.csv,64.396,100.0,0.069,62.533
trace6-08e1_phase_2_3.csv,62.889,100.0,0.069,61.209
trace6-08e1_phase_2_4.csv,62.329,100.0,0.067,61.149
trace7-08e1_1.csv,2.881,39.492,0.644,-28.859
trace7-08e1_2.csv,2.411,37.708,0.652,-24.595
trace7-08e1_3.csv,5.891,36.77,0.663,-16.188
trace7-08e1_4.csv,7.374,55.212,0.763,-6.681
trace7-08e1_phase_2_1.csv,24.028,100.0,0.61,13.031
trace7-08e1_phase_2_2.csv,52.977,100.0,0.61,41.633
trace7-08e1_phase_2_3.csv,51.47,100.0,0.61,40.31
trace7-08e1_phase_2_4.csv,50.91,100.0,0.609,40.249
trace8-08e1_1.csv,4.772,41.258,0.523,-18.409
trace8-08e1_2.csv,4.425,39.588,0.527,-14.145
trace8-08e1_3.csv,8.463,39.17,0.54,-5.738
trace8-08e1_4.csv,10.745,58.359,0.654,3.769
trace8-08e1_phase_2_1.csv,27.399,100.0,0.485,23.481
trace8-08e1_phase_2_2.csv,56.349,100.0,0.485,52.083
trace8-08e1_phase_2_3.csv,54.841,100.0,0.485,50.76
trace8-08e1_phase_2_4.csv,54.282,100.0,0.484,50.699
trace9-08e1_1.csv,8.054,44.321,0.39,-15.777
trace9-08e1_2.csv,9.255,44.097,0.401,-11.513
trace9-08e1_3.csv,11.834,42.317,0.522,-3.106
trace9-08e1_4.csv,18.792,65.871,0.538,6.401
trace9-08e1_phase_2_1.csv,35.446,100.0,0.348,26.113
trace9-08e1_phase_2_2.csv,64.396,100.0,0.348,54.715
trace9-08e1_phase_2_3.csv,62.889,100.0,0.348,53.392
trace9-08e1_phase_2_4.csv,62.329,100.0,0.347,53.331
