streaming_log,mos,content,encoding_profile,device
trace0-2c06_2.csv,64.0,Sports,H264,720p
trace0-2c06_3.csv,65.71428572,Sports,H264,720p
trace0-2c06_4.csv,71.42857142,Sports,H264,720p
trace0-2c06_5.csv,80.0,Sports,H264,720p
trace0-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace0-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace0-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace0-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace1-2c06_2.csv,64.0,Sports,H264,720p
trace1-2c06_3.csv,65.71428572,Sports,H264,720p
trace1-2c06_4.csv,71.42857142,Sports,H264,720p
trace1-2c06_5.csv,80.0,Sports,H264,720p
trace1-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace1-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace1-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace1-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace2-2c06_2.csv,64.0,Sports,H264,720p
trace2-2c06_3.csv,65.71428572,Sports,H264,720p
trace2-2c06_4.csv,71.42857142,Sports,H264,720p
trace2-2c06_5.csv,80.0,Sports,H264,720p
trace2-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace2-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace2-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace2-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace3-2c06_2.csv,64.0,Sports,H264,720p
trace3-2c06_3.csv,65.71428572,Sports,H264,720p
trace3-2c06_4.csv,71.42857142,Sports,H264,720p
trace3-2c06_5.csv,80.0,Sports,H264,720p
trace3-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace3-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace3-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace3-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace4-2c06_2.csv,64.0,Sports,H264,720p
trace4-2c06_3.csv,65.71428572,Sports,H264,720p
trace4-2c06_4.csv,71.42857142,Sports,H264,720p
trace4-2c06_5.csv,80.0,Sports,H264,720p
trace4-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace4-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace4-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace4-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace5-2c06_2.csv,64.0,Sports,H264,720p
trace5-2c06_3.csv,65.71428572,Sports,H264,720p
trace5-2c06_4.csv,71.42857142,Sports,H264,720p
trace5-2c06_5.csv,80.0,Sports,H264,720p
trace5-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace5-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace5-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace5-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace6-2c06_2.csv,64.0,Sports,H264,720p
trace6-2c06_3.csv,65.71428572,Sports,H264,720p
trace6-2c06_4.csv,71.42857142,Sports,H264,720p
trace6-2c06_5.csv,80.0,Sports,H264,720p
trace6-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace6-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace6-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace6-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace7-2c06_2.csv,64.0,Sports,H264,720p
trace7-2c06_3.csv,65.71428572,Sports,H264,720p
trace7-2c06_4.csv,71.42857142,Sports,H264,720p
trace7-2c06_5.csv,80.0,Sports,H264,720p
trace7-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace7-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace7-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace7-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace8-2c06_2.csv,64.0,Sports,H264,720p
trace8-2c06_3.csv,65.71428572,Sports,H264,720p
trace8-2c06_4.csv,71.42857142,Sports,H264,720p
trace8-2c06_5.csv,80.0,Sports,H264,720p
trace8-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace8-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace8-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace8-2c06_phase_2_4.csv,68.0,Sports,H264,720p
trace9-2c06_2.csv,64.0,Sports,H264,720p
trace9-2c06_3.csv,65.71428572,Sports,H264,720p
trace9-2c06_4.csv,71.42857142,Sports,H264,720p
trace9-2c06_5.csv,80.0,Sports,H264,720p
trace9-2c06_phase_2_1.csv,86.66666665999999,Sports,H264,720p
trace9-2c06_phase_2_2.csv,60.0,Sports,H264,720p
trace9-2c06_phase_2_3.csv,72.0,Sports,H264,720p
trace9-2c06_phase_2_4.csv,68.0,Sports,H264,720p
