representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.147
1,0.000,313.406,1.417,34.000,24.000,960.000,540.000,0,27.795,0.926,0.932,99.851,49.727,38.471
5,0.000,938.085,1.750,25.000,24.000,640.000,360.000,0,35.599,0.954,0.965,171.635,72.426,47.381
5,0.000,722.094,1.750,28.000,24.000,960.000,540.000,0,35.879,0.955,0.964,62.655,69.853,54.071
5,0.000,990.992,1.792,25.000,24.000,640.000,360.000,0,34.114,0.947,0.958,88.348,70.592,48.512
6,0.000,1309.418,1.792,25.000,24.000,640.000,360.000,0,32.696,0.928,0.943,103.890,67.646,42.140
8,0.000,2004.534,1.792,34.000,24.000,1920.000,1080.000,0,32.338,0.942,0.951,82.313,72.739,48.070
7,0.000,1496.350,1.792,34.000,24.000,1920.000,1080.000,0,30.337,0.953,0.957,35.104,68.688,54.767
7,0.000,1717.257,1.792,34.000,24.000,1920.000,1080.000,0,30.105,0.948,0.952,39.708,67.943,52.372
9,0.000,2988.182,1.667,31.000,24.000,1920.000,1080.000,1,31.840,0.963,0.966,25.582,79.180,61.425
6,0.000,965.958,1.250,22.000,24.000,640.000,360.000,0,36.530,0.962,0.965,51.747,71.410,72.200
8,0.000,1380.121,1.917,31.000,24.000,1920.000,1080.000,0,36.645,0.963,0.969,71.693,81.159,67.043
9,0.000,1276.552,1.292,28.000,24.000,1920.000,1080.000,1,39.531,0.987,0.988,13.159,86.246,73.935
9,0.000,1953.120,0.500,22.000,24.000,960.000,540.000,1,36.937,0.971,0.972,21.911,87.101,76.750
8,0.000,1437.418,1.583,31.000,24.000,1920.000,1080.000,0,38.715,0.967,0.973,52.070,80.853,74.211
8,0.000,1311.812,1.292,31.000,24.000,1920.000,1080.000,0,35.415,0.965,0.969,23.537,80.328,69.581
7,0.000,1100.141,1.250,31.000,24.000,1920.000,1080.000,0,35.321,0.971,0.973,18.740,81.992,70.067
9,0.000,1450.376,0.958,28.000,24.000,1920.000,1080.000,1,40.929,0.986,0.988,14.171,86.140,74.652
