representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
0,0.567,226.684,1.933,37.000,30.000,640.000,360.000,0,24.398,0.686,0.692,1066.776,17.761,11.052
0,1.633,182.048,1.933,40.000,30.000,640.000,360.000,0,22.801,0.594,0.609,1909.334,14.981,9.672
0,1.533,160.833,1.933,37.000,30.000,480.000,270.000,0,23.017,0.599,0.614,1921.850,14.367,13.862
0,0.000,164.052,1.933,37.000,30.000,480.000,270.000,0,23.986,0.665,0.689,1444.540,13.772,18.207
0,0.000,201.712,1.933,37.000,30.000,640.000,360.000,0,24.736,0.728,0.732,564.384,19.564,19.224
0,0.000,134.228,1.533,43.000,30.000,960.000,540.000,0,28.559,0.809,0.818,1026.132,19.902,22.109
0,0.000,221.290,1.533,34.000,30.000,640.000,360.000,0,30.262,0.859,0.864,493.556,23.078,36.717
0,0.000,228.584,1.533,34.000,30.000,640.000,360.000,0,30.765,0.876,0.883,443.228,22.679,35.652
2,0.000,403.887,1.467,34.000,30.000,960.000,540.000,0,32.778,0.905,0.911,292.786,44.959,27.727
3,0.000,588.485,1.700,31.000,30.000,960.000,540.000,0,34.054,0.932,0.935,125.752,51.953,26.529
0,0.000,216.673,1.700,34.000,30.000,640.000,360.000,0,30.918,0.873,0.881,296.638,27.741,43.039
0,0.000,219.299,1.700,34.000,30.000,640.000,360.000,0,31.930,0.902,0.910,280.219,27.192,38.196
1,0.000,361.492,1.700,28.000,30.000,640.000,360.000,0,33.596,0.936,0.937,99.685,49.747,0.000
1,0.000,190.115,1.600,28.000,30.000,640.000,360.000,0,34.917,0.957,0.955,75.211,55.282,0.000
