representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
5,0.000,609.511,1.167,31.000,30.000,1920.000,1080.000,0,38.204,0.992,0.989,3.050,86.431,71.971
5,0.000,762.817,1.733,31.000,30.000,1920.000,1080.000,0,38.144,0.989,0.987,6.946,83.055,75.615
5,0.000,906.069,1.733,31.000,30.000,1920.000,1080.000,0,37.744,0.987,0.985,30.657,82.258,73.904
4,0.000,830.072,1.733,31.000,30.000,1280.000,720.000,0,33.997,0.977,0.972,48.516,67.939,54.577
5,0.000,1354.486,1.733,34.000,30.000,1920.000,1080.000,0,33.469,0.974,0.968,60.697,68.494,52.404
5,0.000,1141.765,1.600,31.000,30.000,1920.000,1080.000,0,35.466,0.990,0.986,7.991,83.056,68.188
6,0.000,864.240,2.000,25.000,30.000,1920.000,1080.000,0,41.974,0.995,0.994,1.722,93.532,83.967
6,0.000,810.204,1.800,25.000,30.000,1920.000,1080.000,0,43.074,0.996,0.994,3.232,91.935,85.278
6,0.000,829.444,1.800,25.000,30.000,1920.000,1080.000,0,42.763,0.995,0.993,3.687,91.641,85.000
7,0.000,1408.080,1.800,22.000,30.000,1920.000,1080.000,0,43.917,0.997,0.995,4.204,94.269,86.463
6,0.000,1332.538,1.800,25.000,30.000,1920.000,1080.000,0,46.363,0.993,0.992,8.951,92.639,86.278
5,0.000,866.907,1.800,31.000,30.000,1920.000,1080.000,0,37.729,0.987,0.983,17.736,80.271,74.315
5,0.000,879.427,1.800,25.000,30.000,960.000,540.000,0,39.412,0.987,0.985,77.721,79.089,71.241
6,0.000,1025.778,1.800,19.000,30.000,1280.000,720.000,0,44.577,0.994,0.992,21.471,85.119,84.685
6,0.000,1402.824,1.700,22.000,30.000,1920.000,1080.000,0,43.401,0.994,0.991,5.495,92.194,84.725
