representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
0,0.000,168.521,1.167,34.000,30.000,960.000,540.000,0,32.268,0.980,0.974,16.103,60.601,44.943
0,0.000,142.602,1.733,31.000,30.000,640.000,360.000,0,32.474,0.964,0.960,30.238,50.889,38.750
2,0.000,249.618,1.733,37.000,30.000,1280.000,720.000,0,32.812,0.957,0.956,128.476,56.869,40.442
2,0.000,530.640,1.733,31.000,30.000,960.000,540.000,0,32.422,0.967,0.960,72.598,56.228,40.962
2,0.000,599.497,1.733,31.000,30.000,960.000,540.000,0,31.450,0.963,0.955,77.741,53.390,38.865
4,0.000,635.630,1.600,37.000,30.000,1920.000,1080.000,0,31.874,0.976,0.970,24.335,67.088,45.396
3,0.000,299.084,2.000,34.000,30.000,1920.000,1080.000,0,36.785,0.990,0.987,7.632,82.903,68.300
4,0.000,284.760,1.800,28.000,30.000,1280.000,720.000,0,40.228,0.991,0.989,8.250,83.446,79.278
4,0.000,391.849,1.800,31.000,30.000,1920.000,1080.000,0,40.274,0.991,0.989,11.037,84.513,80.074
5,0.000,394.480,1.800,31.000,30.000,1920.000,1080.000,0,40.413,0.990,0.988,16.169,85.239,80.481
5,0.000,520.516,1.800,28.000,30.000,1280.000,720.000,0,44.010,0.988,0.987,25.911,82.408,80.352
3,0.000,469.156,1.800,31.000,30.000,1280.000,720.000,0,35.817,0.981,0.977,29.830,69.951,64.407
4,0.000,487.218,1.800,25.000,30.000,640.000,360.000,0,37.599,0.981,0.979,128.551,67.691,59.093
3,0.000,197.569,1.800,19.000,30.000,480.000,270.000,0,43.310,0.991,0.989,63.960,75.990,83.074
6,0.000,1402.824,1.700,22.000,30.000,1920.000,1080.000,0,43.401,0.994,0.991,5.761,92.194,84.588
