representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.147
0,0.000,223.996,1.417,37.000,24.000,960.000,540.000,0,26.663,0.891,0.904,155.455,39.765,29.059
0,0.000,347.287,1.750,34.000,24.000,640.000,360.000,0,30.607,0.878,0.901,870.843,39.826,20.262
0,0.000,209.248,1.750,34.000,24.000,640.000,360.000,0,31.143,0.890,0.909,382.066,35.142,21.524
0,0.000,264.705,1.792,37.000,24.000,640.000,360.000,0,27.473,0.822,0.857,1020.023,30.994,17.163
1,0.000,463.318,1.792,34.000,24.000,640.000,360.000,0,28.027,0.823,0.860,777.147,36.263,17.860
5,0.000,960.000,1.792,31.000,24.000,960.000,540.000,0,30.434,0.914,0.929,164.717,59.395,35.163
5,0.000,1039.917,1.792,37.000,24.000,1920.000,1080.000,0,28.589,0.925,0.934,69.454,56.699,41.116
2,0.000,601.563,1.792,37.000,24.000,1280.000,720.000,0,26.553,0.868,0.887,159.663,41.183,26.395
2,0.000,674.491,1.667,34.000,24.000,960.000,540.000,0,26.601,0.860,0.883,166.316,40.895,23.475
4,0.000,685.395,1.250,25.000,24.000,640.000,360.000,0,35.580,0.949,0.955,100.802,61.093,62.967
5,0.000,718.393,1.917,28.000,24.000,960.000,540.000,0,35.181,0.952,0.960,102.281,72.611,58.717
5,0.000,529.102,1.292,31.000,24.000,1280.000,720.000,0,35.584,0.973,0.977,45.463,69.262,56.645
6,0.000,951.968,0.500,28.000,24.000,960.000,540.000,0,34.794,0.946,0.953,82.597,67.631,64.000
6,0.000,713.669,1.583,28.000,24.000,960.000,540.000,0,36.795,0.962,0.968,92.861,73.428,67.947
6,0.000,915.103,1.292,34.000,24.000,1920.000,1080.000,0,33.758,0.946,0.954,47.641,69.456,58.323
5,0.000,589.222,1.250,31.000,24.000,1280.000,720.000,0,33.310,0.953,0.958,35.985,70.726,57.600
1,0.000,230.475,0.958,37.000,24.000,960.000,540.000,0,32.599,0.939,0.951,289.589,37.371,35.522
