representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
3,0.000,467.053,1.833,31.000,30.000,960.000,540.000,0,33.453,0.931,0.930,77.551,45.514,41.327
6,0.000,819.845,1.767,34.000,30.000,1920.000,1080.000,0,34.822,0.958,0.956,33.042,71.308,54.132
5,0.000,694.088,2.000,25.000,30.000,640.000,360.000,0,37.210,0.971,0.974,106.204,65.194,47.683
6,0.000,928.117,1.967,22.000,30.000,640.000,360.000,0,38.737,0.977,0.978,50.556,69.592,58.237
6,0.000,810.379,1.500,28.000,30.000,1280.000,720.000,0,37.918,0.969,0.965,45.786,66.347,63.844
5,0.000,755.390,1.967,22.000,30.000,640.000,360.000,0,39.409,0.978,0.980,39.397,70.329,59.051
4,0.000,498.769,1.967,25.000,30.000,640.000,360.000,0,38.816,0.975,0.977,73.706,64.127,55.119
4,0.000,517.356,1.233,25.000,30.000,640.000,360.000,0,38.246,0.967,0.970,119.014,61.690,52.757
5,0.000,557.487,1.200,25.000,30.000,640.000,360.000,0,38.490,0.973,0.975,78.444,68.888,53.917
6,0.000,750.163,1.867,22.000,30.000,640.000,360.000,0,39.512,0.983,0.983,35.320,74.197,62.500
7,0.000,1421.280,1.700,31.000,30.000,1920.000,1080.000,0,35.838,0.965,0.960,15.903,78.381,61.510
5,0.000,1039.507,1.667,28.000,30.000,1280.000,720.000,0,35.791,0.960,0.956,25.782,67.658,57.420
8,0.000,1496.832,2.000,25.000,30.000,1280.000,720.000,0,40.611,0.982,0.982,30.899,77.866,66.317
8,0.000,1290.740,1.967,25.000,30.000,1280.000,720.000,0,41.999,0.985,0.986,26.434,83.015,71.237
