representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
3,0.000,765.873,1.933,37.000,30.000,1280.000,720.000,0,26.221,0.776,0.770,404.333,35.240,15.845
3,0.000,933.120,1.933,37.000,30.000,1280.000,720.000,0,25.276,0.749,0.743,441.128,34.578,14.759
3,0.000,1017.426,1.933,37.000,30.000,1280.000,720.000,0,25.354,0.730,0.730,491.900,33.533,14.603
3,0.000,802.134,1.933,34.000,30.000,960.000,540.000,0,27.210,0.826,0.826,262.226,37.340,18.948
4,0.000,967.932,1.933,34.000,30.000,1280.000,720.000,0,28.454,0.904,0.883,86.634,52.040,29.310
4,1.100,843.240,1.533,31.000,30.000,1280.000,720.000,0,33.672,0.926,0.925,79.716,58.180,30.022
0,0.000,221.290,1.533,34.000,30.000,640.000,360.000,0,30.262,0.859,0.864,487.611,23.078,18.196
0,0.000,228.584,1.533,34.000,30.000,640.000,360.000,0,30.765,0.876,0.883,443.228,22.679,25.196
2,0.000,403.887,1.467,34.000,30.000,960.000,540.000,0,32.778,0.905,0.911,292.786,44.959,38.227
2,0.000,443.835,1.700,28.000,30.000,640.000,360.000,0,33.400,0.930,0.933,129.580,44.196,40.020
3,0.000,585.186,1.700,31.000,30.000,960.000,540.000,0,33.650,0.925,0.926,87.716,51.878,43.608
3,0.000,555.901,1.700,31.000,30.000,960.000,540.000,0,34.906,0.944,0.946,83.714,54.053,49.471
4,0.000,689.129,1.700,28.000,30.000,960.000,540.000,0,35.510,0.954,0.953,52.175,66.485,64.922
6,0.000,794.190,1.600,31.000,30.000,1920.000,1080.000,0,39.134,0.980,0.977,20.944,80.269,23.271
