representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
0,0.567,226.684,1.933,37.000,30.000,640.000,360.000,0,24.398,0.686,0.692,1066.776,17.761,11.052
0,1.633,182.048,1.933,40.000,30.000,640.000,360.000,0,22.801,0.594,0.609,1909.334,14.981,9.672
0,1.533,160.833,1.933,37.000,30.000,480.000,270.000,0,23.017,0.599,0.614,1921.850,14.367,13.862
0,0.000,164.052,1.933,37.000,30.000,480.000,270.000,0,23.986,0.665,0.689,1444.540,13.772,28.448
0,0.000,201.712,1.933,37.000,30.000,640.000,360.000,0,24.736,0.728,0.732,564.384,19.564,21.000
1,0.000,355.774,1.533,34.000,30.000,960.000,540.000,0,31.623,0.891,0.894,234.536,40.501,24.891
0,0.000,221.290,1.533,34.000,30.000,640.000,360.000,0,30.262,0.859,0.864,489.191,23.078,28.717
1,0.000,441.303,1.533,34.000,30.000,960.000,540.000,0,32.162,0.904,0.908,247.595,38.561,31.500
1,0.000,282.076,1.467,37.000,30.000,960.000,540.000,0,31.521,0.878,0.886,496.413,36.584,41.932
1,0.000,310.344,1.700,31.000,30.000,640.000,360.000,0,32.368,0.912,0.917,237.417,36.061,43.176
2,0.000,452.974,1.700,28.000,30.000,640.000,360.000,0,33.059,0.924,0.924,91.395,45.994,47.627
3,0.000,555.901,1.700,31.000,30.000,960.000,540.000,0,34.906,0.944,0.946,83.771,54.053,48.039
3,0.000,476.579,1.700,31.000,30.000,960.000,540.000,0,34.356,0.938,0.939,96.350,56.376,0.000
4,0.000,402.810,1.600,31.000,30.000,1280.000,720.000,0,37.227,0.969,0.967,40.174,71.309,0.000
