representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
3,0.000,467.053,1.833,31.000,30.000,960.000,540.000,0,33.453,0.931,0.930,77.551,45.514,41.327
7,0.000,1131.659,1.767,31.000,30.000,1920.000,1080.000,0,36.222,0.971,0.967,18.237,81.183,62.566
7,0.033,1241.948,2.000,25.000,30.000,960.000,540.000,0,39.420,0.981,0.982,51.101,79.437,62.017
3,0.000,449.398,1.967,28.000,30.000,640.000,360.000,0,35.793,0.953,0.958,175.475,47.734,39.390
6,0.000,810.379,1.500,28.000,30.000,1280.000,720.000,0,37.918,0.969,0.965,46.034,66.347,61.689
4,0.000,512.969,1.967,25.000,30.000,640.000,360.000,0,38.092,0.969,0.973,74.009,60.639,49.373
3,0.000,357.307,1.967,28.000,30.000,640.000,360.000,0,37.344,0.966,0.969,132.908,53.960,43.864
6,0.000,766.670,1.233,22.000,30.000,640.000,360.000,0,39.546,0.976,0.978,65.373,71.549,59.622
6,0.000,791.827,1.200,22.000,30.000,640.000,360.000,0,39.698,0.980,0.981,44.721,78.121,64.111
6,0.000,750.163,1.867,22.000,30.000,640.000,360.000,0,39.512,0.983,0.983,35.309,74.197,63.446
7,0.000,1421.280,1.700,31.000,30.000,1920.000,1080.000,0,35.838,0.965,0.960,15.903,78.381,61.373
7,0.000,1501.872,1.667,31.000,30.000,1920.000,1080.000,0,36.134,0.957,0.954,26.879,71.771,58.380
9,0.833,2306.808,2.000,22.000,30.000,1280.000,720.000,1,42.087,0.988,0.987,15.860,85.937,62.400
2,0.000,327.140,1.967,28.000,30.000,640.000,360.000,0,37.589,0.961,0.966,138.881,53.577,24.203
