representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,143.083,1.875,31.000,24.000,640.000,360.000,0,33.712,0.934,0.947,83.825,57.588,50.978
7,0.000,549.700,1.875,28.000,24.000,1280.000,720.000,0,37.122,0.976,0.978,18.525,87.307,73.867
9,0.000,1270.123,1.875,25.000,24.000,1920.000,1080.000,1,39.727,0.989,0.989,5.891,91.996,83.333
7,0.000,690.334,1.875,31.000,24.000,1920.000,1080.000,0,37.310,0.976,0.978,13.589,83.222,76.844
8,0.000,692.690,1.750,28.000,24.000,1920.000,1080.000,0,39.365,0.984,0.985,11.646,87.891,82.214
5,0.000,724.022,1.583,37.000,24.000,1920.000,1080.000,0,29.300,0.937,0.940,62.005,63.621,52.105
6,0.000,750.892,1.583,37.000,24.000,1920.000,1080.000,0,29.250,0.935,0.939,69.601,62.743,46.947
2,0.000,385.708,1.583,37.000,24.000,1280.000,720.000,0,27.669,0.898,0.906,119.938,47.603,35.263
4,0.000,523.621,1.500,34.000,24.000,1280.000,720.000,0,29.091,0.938,0.940,70.312,58.668,45.167
5,0.000,508.653,1.792,34.000,24.000,1920.000,1080.000,0,36.276,0.970,0.974,33.718,75.037,66.302
8,0.000,816.924,1.792,31.000,24.000,1920.000,1080.000,0,38.167,0.980,0.982,25.324,84.379,76.372
8,0.000,940.124,1.833,31.000,24.000,1920.000,1080.000,0,37.601,0.976,0.979,15.763,78.601,73.364
9,0.000,2656.656,1.833,22.000,24.000,1920.000,1080.000,1,41.699,0.993,0.992,2.261,94.519,84.409
7,0.000,679.794,1.750,28.000,24.000,1280.000,720.000,0,36.998,0.976,0.979,18.591,79.509,74.119
9,0.000,1764.022,1.083,22.000,24.000,1920.000,1080.000,1,42.892,0.992,0.992,4.583,92.569,82.923
8,0.000,848.763,1.042,28.000,24.000,1920.000,1080.000,0,40.737,0.986,0.988,15.413,85.207,81.480
