representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.147
0,0.000,223.996,1.417,37.000,24.000,960.000,540.000,0,26.663,0.891,0.904,155.455,39.765,29.059
0,0.125,347.287,1.750,34.000,24.000,640.000,360.000,0,30.607,0.878,0.901,870.843,39.826,19.976
0,0.000,209.248,1.750,34.000,24.000,640.000,360.000,0,31.143,0.890,0.909,382.066,35.142,21.476
0,0.000,264.705,1.792,37.000,24.000,640.000,360.000,0,27.473,0.822,0.857,1020.023,30.994,16.907
0,0.000,320.796,1.792,37.000,24.000,640.000,360.000,0,26.485,0.776,0.816,1398.832,27.390,15.535
0,0.000,254.248,1.792,37.000,24.000,640.000,360.000,0,26.058,0.787,0.824,1096.367,27.968,17.116
2,0.000,480.897,1.792,34.000,24.000,960.000,540.000,0,26.808,0.883,0.898,114.000,41.626,26.814
2,0.000,601.563,1.792,37.000,24.000,1280.000,720.000,0,26.553,0.868,0.887,160.587,41.183,24.953
2,0.000,674.491,1.667,34.000,24.000,960.000,540.000,0,26.601,0.860,0.883,166.316,40.895,23.625
0,0.000,253.722,1.250,34.000,24.000,640.000,360.000,0,31.969,0.889,0.903,603.522,30.377,51.533
2,0.000,393.529,1.917,28.000,24.000,640.000,360.000,0,33.352,0.927,0.941,186.454,56.898,43.217
3,0.000,355.423,1.292,31.000,24.000,960.000,540.000,0,34.273,0.965,0.971,70.264,60.428,48.581
4,0.000,744.368,0.500,25.000,24.000,640.000,360.000,0,34.640,0.946,0.953,88.001,63.510,62.833
4,0.000,403.443,1.583,28.000,24.000,640.000,360.000,0,35.347,0.951,0.959,196.800,62.558,60.816
5,0.000,706.647,1.292,31.000,24.000,1280.000,720.000,0,33.545,0.947,0.954,46.090,69.100,55.548
3,0.000,420.736,1.250,34.000,24.000,1280.000,720.000,0,31.937,0.928,0.938,67.232,60.371,46.567
3,0.000,306.323,0.958,34.000,24.000,960.000,540.000,0,34.031,0.954,0.964,171.316,48.459,34.783
