representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,219.002,1.633,31.000,30.000,640.000,360.000,0,32.714,0.876,0.881,263.414,34.496,38.082
0,0.000,204.460,1.633,31.000,30.000,640.000,360.000,0,33.014,0.883,0.887,226.594,35.140,38.286
0,0.000,199.636,1.633,31.000,30.000,640.000,360.000,0,32.977,0.881,0.886,204.976,35.704,37.408
0,0.000,218.706,1.567,31.000,30.000,640.000,360.000,0,32.824,0.878,0.884,219.713,38.872,36.362
6,0.000,699.154,1.867,31.000,30.000,1920.000,1080.000,0,37.539,0.985,0.981,25.515,82.401,73.804
7,0.000,1088.807,1.867,28.000,30.000,1920.000,1080.000,0,38.780,0.989,0.986,16.136,87.096,81.429
7,0.000,1114.886,1.867,28.000,30.000,1920.000,1080.000,0,38.901,0.989,0.986,15.430,86.720,82.446
5,0.000,623.837,1.867,28.000,30.000,1280.000,720.000,0,37.449,0.984,0.980,28.985,80.533,77.964
2,0.000,296.700,1.867,31.000,30.000,960.000,540.000,0,34.919,0.970,0.967,67.209,66.403,65.982
5,0.000,608.760,1.867,28.000,30.000,1280.000,720.000,0,37.656,0.984,0.980,29.185,79.767,75.643
7,0.000,1082.640,1.867,28.000,30.000,1920.000,1080.000,0,39.064,0.988,0.983,17.425,85.577,80.643
7,0.000,1600.564,1.867,25.000,30.000,1920.000,1080.000,0,40.117,0.991,0.986,10.079,89.995,83.250
7,0.000,1129.170,1.867,28.000,30.000,1920.000,1080.000,0,39.086,0.986,0.982,17.670,85.619,80.804
7,0.000,1472.807,1.867,25.000,30.000,1920.000,1080.000,0,40.204,0.990,0.985,10.602,90.018,82.464
0,0.000,140.996,1.867,31.000,30.000,640.000,360.000,0,34.147,0.955,0.955,102.106,52.133,55.107
