representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.147
8,0.000,1307.661,1.417,31.000,24.000,1920.000,1080.000,0,33.858,0.983,0.983,21.488,82.831,70.912
7,1.000,1276.050,1.750,22.000,24.000,640.000,360.000,0,37.042,0.968,0.975,92.679,83.148,63.214
7,0.375,1017.998,1.750,25.000,24.000,960.000,540.000,0,37.214,0.968,0.974,33.373,79.809,46.333
4,0.083,720.049,1.792,28.000,24.000,640.000,360.000,0,32.523,0.925,0.942,165.097,59.822,26.023
3,0.917,664.454,1.792,31.000,24.000,640.000,360.000,0,29.627,0.864,0.894,406.972,45.583,24.651
2,0.000,520.012,1.792,31.000,24.000,640.000,360.000,0,28.683,0.871,0.896,331.270,44.001,26.279
3,0.000,526.437,1.792,37.000,24.000,1280.000,720.000,0,26.744,0.878,0.895,140.434,41.548,24.372
2,0.000,601.563,1.792,37.000,24.000,1280.000,720.000,0,26.553,0.868,0.887,160.869,41.183,37.209
2,0.000,674.491,1.667,34.000,24.000,960.000,540.000,0,26.601,0.860,0.883,166.316,40.895,70.900
6,0.000,965.958,1.250,22.000,24.000,640.000,360.000,0,36.530,0.962,0.965,52.169,71.410,67.267
7,0.000,1095.640,1.917,28.000,24.000,1280.000,720.000,0,36.388,0.964,0.970,75.970,81.245,71.239
9,0.000,1276.552,1.292,28.000,24.000,1920.000,1080.000,1,39.531,0.987,0.988,13.175,86.246,67.548
6,0.000,951.968,0.500,28.000,24.000,960.000,540.000,0,34.794,0.946,0.953,82.435,67.631,58.083
6,0.000,713.669,1.583,28.000,24.000,960.000,540.000,0,36.795,0.962,0.968,92.861,73.428,58.026
6,0.000,915.103,1.292,34.000,24.000,1920.000,1080.000,0,33.758,0.946,0.954,47.641,69.456,44.710
6,0.000,792.941,1.250,34.000,24.000,1920.000,1080.000,0,33.687,0.954,0.959,37.101,73.082,0.000
5,0.000,615.435,0.958,37.000,24.000,1920.000,1080.000,0,36.163,0.963,0.970,98.821,56.805,0.000
