representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,193.316,1.793,37.000,23.976,640.000,360.000,0,27.454,0.884,0.887,336.509,33.895,21.884
4,0.000,438.978,1.793,31.000,23.976,640.000,360.000,0,32.473,0.930,0.936,189.772,60.437,35.209
5,0.000,454.866,1.793,28.000,23.976,640.000,360.000,0,33.720,0.975,0.972,40.617,77.685,50.465
4,0.000,417.619,1.668,31.000,23.976,960.000,540.000,0,33.919,0.983,0.979,28.082,75.771,57.400
5,0.000,702.636,1.877,34.000,23.976,1280.000,720.000,0,30.150,0.967,0.953,32.623,64.423,49.600
5,0.000,810.411,1.877,34.000,23.976,1280.000,720.000,0,29.885,0.963,0.951,42.882,63.716,46.822
8,0.000,1372.831,1.877,31.000,23.976,1280.000,720.000,0,31.494,0.974,0.965,25.111,74.113,55.467
7,0.000,1037.299,1.793,37.000,23.976,1920.000,1080.000,0,30.545,0.965,0.954,37.068,66.215,50.302
9,0.000,958.841,1.919,28.000,23.976,1280.000,720.000,0,37.443,0.990,0.986,13.031,94.327,73.457
8,0.000,1044.550,1.919,28.000,23.976,1280.000,720.000,0,37.022,0.988,0.985,11.903,91.164,73.587
9,0.000,1040.359,1.919,28.000,23.976,1280.000,720.000,0,36.628,0.988,0.984,12.149,90.156,71.478
9,0.000,1013.844,1.919,25.000,23.976,960.000,540.000,0,39.025,0.986,0.986,23.624,89.726,70.130
8,0.000,1338.992,1.919,28.000,23.976,960.000,540.000,0,34.495,0.969,0.967,54.010,77.660,57.848
6,0.000,821.456,1.919,31.000,23.976,960.000,540.000,0,31.438,0.971,0.961,39.219,77.031,53.217
8,0.000,1270.982,1.710,31.000,23.976,1280.000,720.000,0,32.564,0.980,0.971,27.689,83.397,61.585
