representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,127.289,1.700,28.000,30.000,640.000,360.000,0,40.438,0.987,0.988,59.990,59.915,41.020
0,0.000,127.285,1.700,28.000,30.000,640.000,360.000,0,39.855,0.986,0.987,57.305,57.620,37.373
0,0.000,175.035,1.700,31.000,30.000,960.000,540.000,0,39.550,0.982,0.984,58.529,53.215,36.431
0,0.000,165.774,1.700,28.000,30.000,640.000,360.000,0,38.481,0.977,0.980,75.952,46.511,29.843
6,0.000,2153.845,1.700,22.000,30.000,1920.000,1080.000,0,46.618,0.994,0.994,6.463,91.182,77.882
4,0.000,446.074,1.667,28.000,30.000,1280.000,720.000,0,42.227,0.991,0.991,13.672,76.699,52.380
6,0.000,1534.248,1.900,25.000,30.000,1920.000,1080.000,0,45.021,0.995,0.994,4.327,88.310,73.912
6,0.000,1580.935,1.900,25.000,30.000,1920.000,1080.000,0,44.717,0.994,0.994,4.288,89.515,76.351
6,0.000,1092.097,1.900,25.000,30.000,1920.000,1080.000,0,45.367,0.995,0.994,1.649,90.783,76.579
6,0.000,1354.754,1.900,25.000,30.000,1920.000,1080.000,0,45.424,0.996,0.995,1.490,90.460,74.737
7,0.000,2244.084,1.900,22.000,30.000,1920.000,1080.000,1,47.127,0.996,0.996,2.882,92.390,81.544
7,0.000,1981.154,1.900,22.000,30.000,1920.000,1080.000,1,46.904,0.996,0.995,1.619,92.090,82.596
6,0.000,904.349,1.900,25.000,30.000,1920.000,1080.000,0,46.307,0.995,0.994,2.717,89.226,82.737
6,0.000,1356.956,1.900,25.000,30.000,1920.000,1080.000,0,45.550,0.995,0.994,3.458,88.709,79.719
6,0.000,1518.933,1.767,25.000,30.000,1920.000,1080.000,0,45.801,0.995,0.994,2.159,89.687,78.717
