representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,143.083,1.875,31.000,24.000,640.000,360.000,0,33.712,0.934,0.947,83.825,57.588,50.978
3,0.000,260.855,1.875,31.000,24.000,960.000,540.000,0,34.706,0.955,0.963,46.109,71.604,61.622
6,0.000,453.820,1.875,34.000,24.000,1920.000,1080.000,0,35.634,0.968,0.971,26.380,74.617,69.178
6,0.000,509.308,1.875,34.000,24.000,1920.000,1080.000,0,35.875,0.965,0.969,26.874,75.286,68.822
6,0.000,363.909,1.750,34.000,24.000,1920.000,1080.000,0,36.646,0.968,0.972,28.338,76.787,72.333
7,0.000,1024.623,1.583,34.000,24.000,1920.000,1080.000,0,30.940,0.962,0.961,35.629,74.057,62.921
6,0.000,750.892,1.583,37.000,24.000,1920.000,1080.000,0,29.250,0.935,0.939,69.354,62.743,48.368
8,0.000,1539.355,1.583,31.000,24.000,1920.000,1080.000,0,32.783,0.977,0.975,22.653,81.937,69.447
7,0.000,1013.339,1.500,34.000,24.000,1920.000,1080.000,0,31.356,0.964,0.963,37.866,73.399,64.083
8,0.000,673.491,1.792,31.000,24.000,1920.000,1080.000,0,37.989,0.981,0.982,21.021,82.736,75.977
6,0.000,614.936,1.792,34.000,24.000,1920.000,1080.000,0,36.486,0.969,0.973,42.000,76.400,69.233
7,0.000,723.329,1.833,28.000,24.000,1280.000,720.000,0,37.315,0.977,0.979,15.235,78.415,70.977
6,0.000,679.073,1.833,34.000,24.000,1920.000,1080.000,0,35.771,0.963,0.969,25.800,70.581,63.886
5,0.000,500.960,1.750,31.000,24.000,1280.000,720.000,0,35.538,0.965,0.970,33.902,71.064,61.833
4,0.000,323.232,1.083,28.000,24.000,960.000,540.000,0,37.408,0.977,0.981,37.110,72.791,67.538
8,0.000,848.763,1.042,28.000,24.000,1920.000,1080.000,0,40.737,0.986,0.988,15.947,85.207,78.160
