representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,197.255,1.933,37.000,30.000,960.000,540.000,0,30.525,0.948,0.947,184.743,53.327,45.500
1,0.367,304.386,1.933,34.000,30.000,960.000,540.000,0,31.751,0.956,0.955,172.300,57.885,51.845
1,0.000,300.228,1.933,28.000,30.000,640.000,360.000,0,33.209,0.969,0.966,95.832,63.141,59.862
3,0.000,359.044,1.867,28.000,30.000,960.000,540.000,0,37.234,0.983,0.981,47.351,75.718,76.696
3,0.000,289.524,1.900,28.000,30.000,960.000,540.000,0,37.770,0.984,0.982,25.889,77.240,80.070
4,0.000,385.613,1.900,28.000,30.000,1280.000,720.000,0,39.185,0.988,0.986,16.403,82.452,83.579
4,0.000,363.530,1.833,28.000,30.000,1280.000,720.000,0,39.342,0.988,0.986,15.957,83.240,83.200
3,0.000,494.175,1.600,28.000,30.000,1280.000,720.000,0,40.176,0.988,0.986,15.876,79.803,78.729
4,0.000,460.970,1.600,28.000,30.000,1280.000,720.000,0,40.307,0.988,0.986,16.636,80.884,79.146
3,0.000,453.814,1.567,28.000,30.000,960.000,540.000,0,37.394,0.979,0.978,35.970,75.442,77.894
4,0.000,386.625,1.567,28.000,30.000,1280.000,720.000,0,39.450,0.988,0.986,19.362,83.042,82.340
4,0.000,446.066,1.700,28.000,30.000,1280.000,720.000,0,40.612,0.987,0.986,17.256,78.746,77.078
4,0.000,440.520,1.667,28.000,30.000,1280.000,720.000,0,40.738,0.988,0.986,19.160,79.680,77.360
3,0.000,475.689,1.867,28.000,30.000,960.000,540.000,0,36.794,0.980,0.979,34.375,76.193,74.125
2,0.000,380.976,1.333,31.000,30.000,960.000,540.000,0,35.194,0.967,0.967,44.801,68.637,67.700
3,0.000,426.180,1.333,28.000,30.000,960.000,540.000,0,37.424,0.981,0.980,24.725,77.183,55.775
