representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
0,0.000,241.715,1.833,31.000,30.000,640.000,360.000,0,32.182,0.911,0.913,146.695,28.577,33.364
5,0.000,571.589,1.767,31.000,30.000,1280.000,720.000,0,34.142,0.961,0.958,32.944,67.032,52.226
5,0.000,694.088,2.000,25.000,30.000,640.000,360.000,0,37.210,0.971,0.974,106.196,65.194,47.417
6,0.000,928.117,1.967,22.000,30.000,640.000,360.000,0,38.737,0.977,0.978,50.556,69.592,58.237
5,0.000,754.501,1.500,25.000,30.000,960.000,540.000,0,38.026,0.972,0.967,41.005,66.459,65.222
4,0.000,512.969,1.967,25.000,30.000,640.000,360.000,0,38.092,0.969,0.973,74.008,60.639,49.678
6,0.000,711.445,1.967,22.000,30.000,640.000,360.000,0,40.153,0.982,0.983,40.393,73.200,63.339
6,0.000,766.670,1.233,22.000,30.000,640.000,360.000,0,39.546,0.976,0.978,65.224,71.549,62.541
6,0.000,791.827,1.200,22.000,30.000,640.000,360.000,0,39.698,0.980,0.981,44.721,78.121,63.889
4,0.000,529.624,1.867,25.000,30.000,640.000,360.000,0,38.166,0.976,0.978,65.075,64.788,54.518
5,0.000,721.402,1.700,31.000,30.000,1280.000,720.000,0,34.217,0.952,0.948,28.719,64.999,51.118
5,0.000,1039.507,1.667,28.000,30.000,1280.000,720.000,0,35.791,0.960,0.956,25.832,67.658,56.240
3,0.000,510.676,2.000,25.000,30.000,640.000,360.000,0,37.786,0.964,0.967,87.890,57.210,48.267
6,0.000,681.031,1.967,22.000,30.000,640.000,360.000,0,40.313,0.981,0.982,39.731,72.008,59.373
