representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,145.440,1.133,31.000,30.000,1280.000,720.000,0,40.298,0.987,0.984,26.240,75.623,71.176
0,0.000,162.106,1.133,28.000,30.000,1280.000,720.000,0,41.311,0.991,0.987,17.171,82.123,75.265
1,0.000,361.994,1.833,31.000,30.000,1920.000,1080.000,0,40.230,0.987,0.984,12.425,80.205,75.855
2,0.000,692.413,1.833,25.000,30.000,1920.000,1080.000,0,42.212,0.993,0.990,4.144,89.739,82.364
2,0.000,787.025,1.833,25.000,30.000,1920.000,1080.000,0,42.016,0.993,0.990,3.673,88.878,82.564
2,0.000,865.938,1.733,25.000,30.000,1920.000,1080.000,0,41.884,0.993,0.989,4.443,88.619,82.442
3,0.000,996.198,1.733,22.000,30.000,1920.000,1080.000,0,42.768,0.995,0.992,2.095,94.228,86.404
2,0.000,562.043,1.733,25.000,30.000,1920.000,1080.000,0,41.919,0.994,0.990,3.229,92.162,85.365
3,0.000,1042.902,1.733,22.000,30.000,1920.000,1080.000,0,42.747,0.995,0.992,2.337,94.217,86.731
3,0.000,1013.705,1.733,22.000,30.000,1920.000,1080.000,0,42.715,0.995,0.992,2.227,94.328,86.981
2,0.000,565.629,1.733,25.000,30.000,1920.000,1080.000,0,41.896,0.993,0.990,3.434,91.925,85.346
2,0.000,573.850,1.633,25.000,30.000,1920.000,1080.000,0,41.915,0.994,0.990,3.230,92.056,85.000
2,0.000,895.205,1.733,25.000,30.000,1920.000,1080.000,0,41.620,0.993,0.989,3.055,90.287,83.808
2,0.000,777.143,1.733,25.000,30.000,1920.000,1080.000,0,41.692,0.993,0.989,3.232,90.536,83.846
4,0.000,2654.077,1.733,19.000,30.000,1920.000,1080.000,1,43.262,0.996,0.993,1.259,94.940,86.442
3,0.000,1130.518,1.633,22.000,30.000,1920.000,1080.000,0,42.607,0.995,0.991,2.003,93.935,85.959
