representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,193.316,1.793,37.000,23.976,640.000,360.000,0,27.454,0.884,0.887,336.509,33.895,21.884
4,0.000,438.978,1.793,31.000,23.976,640.000,360.000,0,32.473,0.930,0.936,189.772,60.437,35.209
9,0.000,1178.162,1.793,28.000,23.976,1280.000,720.000,0,37.330,0.990,0.987,13.738,96.362,72.093
8,0.000,873.518,1.668,28.000,23.976,1280.000,720.000,0,36.930,0.992,0.990,10.013,91.873,76.150
8,0.000,1259.941,1.877,34.000,23.976,1920.000,1080.000,0,32.492,0.982,0.972,14.854,76.952,66.822
8,0.000,1460.168,1.877,34.000,23.976,1920.000,1080.000,0,32.224,0.980,0.971,20.008,76.680,63.956
9,0.000,1751.132,1.877,34.000,23.976,1920.000,1080.000,0,32.110,0.977,0.968,22.949,76.811,60.889
10,0.000,1951.060,1.793,31.000,23.976,1920.000,1080.000,1,34.292,0.987,0.981,10.460,84.269,72.930
10,0.000,1335.173,1.919,25.000,23.976,1280.000,720.000,1,39.073,0.994,0.991,7.017,97.899,81.109
10,0.000,1450.095,1.919,25.000,23.976,1280.000,720.000,1,38.572,0.993,0.990,6.526,96.066,80.043
9,0.000,1040.359,1.919,28.000,23.976,1280.000,720.000,0,36.628,0.988,0.984,12.098,90.156,72.130
10,0.000,1508.200,1.919,25.000,23.976,1280.000,720.000,1,40.188,0.991,0.990,15.169,94.535,75.696
9,0.000,1884.853,1.919,25.000,23.976,960.000,540.000,0,36.196,0.981,0.978,28.533,87.526,68.848
8,0.000,1218.211,1.919,31.000,23.976,1280.000,720.000,0,32.990,0.981,0.974,24.864,86.448,65.109
10,0.000,2211.333,1.710,31.000,23.976,1920.000,1080.000,1,34.734,0.989,0.983,14.039,93.841,73.756
