representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,145.440,1.133,31.000,30.000,1280.000,720.000,0,40.298,0.987,0.984,26.240,75.623,71.118
3,0.000,830.640,1.133,22.000,30.000,1920.000,1080.000,0,43.553,0.996,0.993,6.106,92.451,82.882
2,0.333,1175.594,1.833,22.000,30.000,1920.000,1080.000,0,42.968,0.995,0.991,2.916,92.389,84.818
3,0.900,1134.271,1.833,22.000,30.000,1920.000,1080.000,0,43.016,0.995,0.992,2.495,92.483,83.473
2,0.000,787.025,1.833,25.000,30.000,1920.000,1080.000,0,42.016,0.993,0.990,3.643,88.878,80.164
1,0.000,452.977,1.733,25.000,30.000,1280.000,720.000,0,40.927,0.991,0.987,7.154,83.813,82.596
2,0.000,561.974,1.733,25.000,30.000,1920.000,1080.000,0,41.941,0.994,0.990,3.252,92.007,85.000
2,0.000,562.043,1.733,25.000,30.000,1920.000,1080.000,0,41.919,0.994,0.990,3.254,92.162,85.000
2,0.000,600.351,1.733,25.000,30.000,1920.000,1080.000,0,41.917,0.994,0.990,3.463,91.975,85.000
2,0.000,581.889,1.733,25.000,30.000,1920.000,1080.000,0,41.882,0.994,0.990,3.436,92.132,85.000
2,0.000,565.629,1.733,25.000,30.000,1920.000,1080.000,0,41.896,0.993,0.990,3.468,91.925,86.212
3,0.000,995.662,1.633,22.000,30.000,1920.000,1080.000,0,42.741,0.995,0.992,2.152,94.370,84.980
2,0.000,895.205,1.733,25.000,30.000,1920.000,1080.000,0,41.620,0.993,0.989,3.054,90.287,84.385
3,0.000,1280.229,1.733,22.000,30.000,1920.000,1080.000,0,42.557,0.995,0.991,2.108,93.140,84.654
2,0.000,767.188,1.733,25.000,30.000,1920.000,1080.000,0,41.726,0.993,0.989,3.014,90.541,84.596
2,0.000,669.889,1.633,25.000,30.000,1920.000,1080.000,0,41.923,0.994,0.990,3.019,91.418,20.653
