representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,162.268,1.760,37.000,25.000,640.000,360.000,0,23.911,0.876,0.861,276.515,20.417,12.273
0,0.000,195.205,1.760,37.000,25.000,640.000,360.000,0,23.152,0.875,0.855,306.169,16.995,11.500
0,0.000,219.650,1.760,37.000,25.000,640.000,360.000,0,24.113,0.877,0.865,370.940,17.264,12.000
0,0.000,205.223,1.760,37.000,25.000,640.000,360.000,0,26.512,0.874,0.875,466.817,21.121,13.205
1,0.000,322.809,1.760,31.000,25.000,640.000,360.000,0,29.635,0.930,0.921,100.585,42.630,22.545
1,0.000,345.752,1.680,37.000,25.000,960.000,540.000,0,27.052,0.897,0.887,190.812,37.731,18.881
1,0.000,238.684,1.800,40.000,25.000,480.000,270.000,0,21.305,0.670,0.697,1813.589,27.109,9.000
2,0.000,647.444,1.800,31.000,25.000,640.000,360.000,0,31.158,0.933,0.935,216.696,47.773,30.222
4,0.000,778.067,1.800,34.000,25.000,960.000,540.000,0,26.409,0.939,0.926,96.051,49.858,32.400
3,0.000,606.741,1.760,37.000,25.000,960.000,540.000,0,24.653,0.907,0.896,179.021,42.179,21.318
1,0.000,428.178,1.840,37.000,25.000,960.000,540.000,0,24.274,0.933,0.915,141.232,37.515,18.739
3,0.000,699.648,1.840,34.000,25.000,960.000,540.000,0,27.013,0.954,0.941,60.331,54.915,28.043
1,0.000,488.522,1.840,37.000,25.000,960.000,540.000,0,25.284,0.925,0.913,164.314,34.031,19.065
2,0.000,470.530,1.840,37.000,25.000,960.000,540.000,0,25.559,0.930,0.918,152.702,37.569,18.674
