representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.145
0,0.100,241.715,1.833,31.000,30.000,640.000,360.000,0,32.182,0.911,0.913,146.695,28.577,33.455
0,0.000,185.008,1.767,31.000,30.000,640.000,360.000,0,31.033,0.935,0.933,98.849,35.943,34.792
0,0.000,234.268,2.000,31.000,30.000,480.000,270.000,0,32.718,0.932,0.941,526.616,33.539,20.133
3,0.000,449.398,1.967,28.000,30.000,640.000,360.000,0,35.793,0.953,0.958,176.981,47.734,36.661
2,0.000,408.565,1.500,25.000,30.000,640.000,360.000,0,36.323,0.952,0.950,82.926,50.592,51.200
5,0.000,755.390,1.967,22.000,30.000,640.000,360.000,0,39.409,0.978,0.980,39.411,70.329,57.966
4,0.000,498.769,1.967,25.000,30.000,640.000,360.000,0,38.816,0.975,0.977,73.706,64.127,54.695
4,0.000,517.356,1.233,25.000,30.000,640.000,360.000,0,38.246,0.967,0.970,119.014,61.690,52.351
3,0.000,396.693,1.200,28.000,30.000,640.000,360.000,0,37.109,0.963,0.967,143.707,59.041,45.306
4,0.000,529.624,1.867,25.000,30.000,640.000,360.000,0,38.166,0.976,0.978,65.100,64.788,52.536
3,0.000,453.718,1.700,31.000,30.000,960.000,540.000,0,33.012,0.939,0.936,44.309,53.405,43.667
3,0.000,481.334,1.667,25.000,30.000,640.000,360.000,0,34.009,0.947,0.943,44.433,46.511,45.400
3,0.000,510.676,2.000,25.000,30.000,640.000,360.000,0,37.786,0.964,0.967,87.887,57.210,47.033
4,0.000,466.353,1.967,25.000,30.000,640.000,360.000,0,39.014,0.972,0.975,73.162,63.426,48.339
