representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,127.289,1.700,28.000,30.000,640.000,360.000,0,40.438,0.987,0.988,59.990,59.915,41.039
5,0.000,480.974,1.700,25.000,30.000,1280.000,720.000,0,44.343,0.993,0.993,13.940,80.639,66.235
5,0.000,747.280,1.700,28.000,30.000,1920.000,1080.000,0,44.273,0.992,0.992,12.473,80.580,71.961
5,0.000,864.061,1.700,28.000,30.000,1920.000,1080.000,0,44.016,0.991,0.991,15.251,79.410,71.431
5,0.000,940.932,1.700,28.000,30.000,1920.000,1080.000,0,43.963,0.990,0.991,21.338,80.926,72.529
5,0.000,624.782,1.667,25.000,30.000,1280.000,720.000,0,43.555,0.993,0.993,7.696,82.841,61.060
5,0.000,769.705,1.900,25.000,30.000,1280.000,720.000,0,42.726,0.993,0.993,10.591,80.276,61.789
4,0.000,600.341,1.900,28.000,30.000,1280.000,720.000,0,41.090,0.990,0.990,18.884,74.206,51.228
4,0.000,409.655,1.900,28.000,30.000,1280.000,720.000,0,41.842,0.994,0.993,7.277,79.049,50.860
5,0.000,671.069,1.900,25.000,30.000,1280.000,720.000,0,43.317,0.995,0.994,3.354,84.427,57.158
5,0.000,888.253,1.900,28.000,30.000,1920.000,1080.000,0,44.322,0.995,0.994,10.630,84.326,67.298
7,0.000,1981.154,1.900,22.000,30.000,1920.000,1080.000,1,46.904,0.996,0.995,1.639,92.090,80.982
0,0.000,116.379,1.900,28.000,30.000,640.000,360.000,0,39.310,0.991,0.990,30.016,56.834,42.000
7,0.000,2468.699,1.900,22.000,30.000,1920.000,1080.000,1,46.735,0.996,0.995,1.815,92.560,79.298
5,0.000,744.249,1.767,25.000,30.000,1280.000,720.000,0,43.855,0.993,0.993,4.746,83.691,66.377
