representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,114.347,1.792,37.000,24.000,640.000,360.000,0,33.734,0.936,0.939,1080.847,22.887,45.791
2,0.000,424.941,1.792,31.000,24.000,640.000,360.000,0,33.375,0.921,0.941,308.349,49.734,37.372
6,0.000,947.265,1.792,25.000,24.000,640.000,360.000,0,35.892,0.961,0.970,74.760,75.322,58.442
5,0.000,850.261,1.792,37.000,24.000,1280.000,720.000,0,27.012,0.883,0.900,118.807,53.774,27.349
5,0.000,936.076,1.792,37.000,24.000,1280.000,720.000,0,26.308,0.886,0.901,120.049,55.993,23.512
4,0.000,940.429,1.792,34.000,24.000,960.000,540.000,0,26.919,0.876,0.896,138.230,54.457,22.349
3,0.000,347.395,1.792,28.000,24.000,640.000,360.000,0,36.163,0.948,0.956,224.562,46.577,45.372
4,0.000,500.027,1.625,25.000,24.000,640.000,360.000,0,36.645,0.963,0.970,50.868,63.775,55.949
3,0.000,452.413,1.833,34.000,24.000,1280.000,720.000,0,35.261,0.962,0.970,59.070,62.332,58.773
4,0.000,504.829,1.833,31.000,24.000,960.000,540.000,0,35.567,0.956,0.967,65.751,62.989,52.455
9,0.000,1066.700,1.833,28.000,24.000,1920.000,1080.000,0,41.328,0.988,0.989,13.753,87.566,80.000
9,0.000,899.005,1.833,28.000,24.000,1920.000,1080.000,0,41.812,0.989,0.990,14.322,87.660,83.614
10,0.000,1401.967,1.833,25.000,24.000,1920.000,1080.000,1,42.581,0.991,0.992,5.790,91.058,83.705
10,0.000,1402.913,1.833,25.000,24.000,1920.000,1080.000,1,42.806,0.992,0.993,10.810,90.483,85.386
10,0.000,1360.241,1.833,25.000,24.000,1920.000,1080.000,1,42.722,0.992,0.993,7.072,90.946,85.386
