representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.118
1,1.125,313.406,1.417,34.000,24.000,960.000,540.000,0,27.795,0.926,0.932,99.851,49.727,24.294
0,4.792,347.287,1.750,34.000,24.000,640.000,360.000,0,30.607,0.878,0.901,870.850,39.826,16.167
0,0.917,209.248,1.750,34.000,24.000,640.000,360.000,0,31.143,0.890,0.909,382.066,35.142,18.167
0,0.000,264.705,1.792,37.000,24.000,640.000,360.000,0,27.473,0.822,0.857,1020.023,30.994,17.884
0,0.000,320.796,1.792,37.000,24.000,640.000,360.000,0,26.485,0.776,0.816,1398.832,27.390,16.744
0,0.000,254.248,1.792,37.000,24.000,640.000,360.000,0,26.058,0.787,0.824,1096.367,27.968,44.930
0,0.000,324.279,1.792,37.000,24.000,960.000,540.000,0,25.525,0.832,0.859,216.818,31.150,33.581
0,0.000,277.529,1.792,34.000,24.000,640.000,360.000,0,25.010,0.802,0.835,263.925,24.783,49.419
0,0.000,342.418,1.667,34.000,24.000,640.000,360.000,0,24.861,0.782,0.821,340.491,24.765,59.075
0,0.000,253.722,1.250,34.000,24.000,640.000,360.000,0,31.969,0.889,0.903,604.046,30.377,46.300
1,0.000,271.981,1.917,31.000,24.000,640.000,360.000,0,32.086,0.900,0.919,313.737,46.474,43.152
3,0.000,355.423,1.292,31.000,24.000,960.000,540.000,0,34.273,0.965,0.971,70.277,60.428,1.161
1,0.000,372.704,0.500,31.000,24.000,640.000,360.000,0,32.116,0.906,0.921,286.377,43.134,0.000
3,0.000,403.443,1.583,28.000,24.000,640.000,360.000,0,35.347,0.951,0.959,197.185,62.558,0.000
3,0.000,458.818,1.292,31.000,24.000,960.000,540.000,0,32.243,0.927,0.939,74.646,59.110,0.000
3,0.000,420.736,1.250,34.000,24.000,1280.000,720.000,0,31.937,0.928,0.938,67.563,60.371,0.000
4,0.000,472.896,0.958,40.000,24.000,1920.000,1080.000,0,34.523,0.949,0.960,181.805,45.408,0.000
