representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
0,0.000,168.521,1.167,34.000,30.000,960.000,540.000,0,32.268,0.980,0.974,16.103,60.601,44.971
4,0.000,406.223,1.733,37.000,30.000,1920.000,1080.000,0,34.817,0.975,0.973,19.420,69.059,53.750
5,0.000,906.069,1.733,31.000,30.000,1920.000,1080.000,0,37.744,0.987,0.985,30.872,82.258,71.865
5,0.000,1561.352,1.733,31.000,30.000,1920.000,1080.000,0,36.325,0.986,0.982,29.969,79.474,68.173
5,0.000,1354.486,1.733,34.000,30.000,1920.000,1080.000,0,33.469,0.974,0.968,60.542,68.494,54.154
6,0.000,1597.840,1.600,28.000,30.000,1920.000,1080.000,0,37.249,0.993,0.990,4.602,88.231,74.625
6,0.000,864.240,2.000,25.000,30.000,1920.000,1080.000,0,41.974,0.995,0.994,1.721,93.532,84.667
6,0.000,810.204,1.800,25.000,30.000,1920.000,1080.000,0,43.074,0.996,0.994,3.232,91.935,85.278
6,0.000,829.444,1.800,25.000,30.000,1920.000,1080.000,0,42.763,0.995,0.993,3.687,91.641,85.000
7,0.000,1408.080,1.800,22.000,30.000,1920.000,1080.000,0,43.917,0.997,0.995,4.204,94.269,86.463
6,0.000,1332.538,1.800,25.000,30.000,1920.000,1080.000,0,46.363,0.993,0.992,8.951,92.639,86.278
8,0.000,5101.467,1.800,19.000,30.000,1920.000,1080.000,1,42.956,0.997,0.994,2.103,95.220,86.278
5,0.000,879.427,1.800,25.000,30.000,960.000,540.000,0,39.412,0.987,0.985,77.537,79.089,72.889
6,0.000,1025.778,1.800,19.000,30.000,1280.000,720.000,0,44.577,0.994,0.992,21.471,85.119,84.685
6,0.000,1402.824,1.700,22.000,30.000,1920.000,1080.000,0,43.401,0.994,0.991,5.495,92.194,84.725
