representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,193.316,1.793,37.000,23.976,640.000,360.000,0,27.454,0.884,0.887,336.509,33.895,21.884
0,0.000,145.573,1.793,34.000,23.976,384.000,216.000,0,28.253,0.825,0.852,774.583,32.188,16.372
0,0.000,182.726,1.793,37.000,23.976,640.000,360.000,0,28.662,0.908,0.914,246.057,41.904,20.047
0,0.000,170.949,1.668,34.000,23.976,640.000,360.000,0,29.938,0.953,0.950,93.479,47.187,28.925
4,0.000,502.529,1.877,37.000,23.976,1280.000,720.000,0,28.531,0.947,0.930,62.914,53.372,35.444
7,0.000,1072.054,1.877,37.000,23.976,1920.000,1080.000,0,30.389,0.967,0.956,38.036,67.372,48.889
8,0.000,1372.831,1.877,31.000,23.976,1280.000,720.000,0,31.494,0.974,0.965,25.031,74.113,55.889
8,0.000,1414.982,1.793,34.000,23.976,1920.000,1080.000,0,32.385,0.979,0.970,19.810,76.066,62.837
9,0.000,958.841,1.919,28.000,23.976,1280.000,720.000,0,37.443,0.990,0.986,13.017,94.327,74.717
7,0.000,771.957,1.919,31.000,23.976,1280.000,720.000,0,35.370,0.981,0.977,21.916,82.479,64.696
9,0.000,1040.359,1.919,28.000,23.976,1280.000,720.000,0,36.628,0.988,0.984,12.185,90.156,70.500
9,0.000,1013.844,1.919,25.000,23.976,960.000,540.000,0,39.025,0.986,0.986,23.624,89.726,70.130
8,0.000,1338.992,1.919,28.000,23.976,960.000,540.000,0,34.495,0.969,0.967,54.010,77.660,57.848
8,0.000,1218.211,1.919,31.000,23.976,1280.000,720.000,0,32.990,0.981,0.974,24.900,86.448,64.000
8,0.000,1270.982,1.710,31.000,23.976,1280.000,720.000,0,32.564,0.980,0.971,27.595,83.397,62.707
