representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,127.289,1.700,28.000,30.000,640.000,360.000,0,40.438,0.987,0.988,59.990,59.915,41.000
3,0.367,307.713,1.700,25.000,30.000,960.000,540.000,0,42.981,0.992,0.992,22.055,74.839,58.020
2,0.000,278.706,1.700,31.000,30.000,1280.000,720.000,0,40.880,0.985,0.987,39.905,63.310,45.824
1,1.033,209.289,1.700,31.000,30.000,960.000,540.000,0,39.309,0.978,0.981,73.967,52.756,30.804
0,0.000,165.812,1.700,28.000,30.000,640.000,360.000,0,38.546,0.977,0.981,94.776,48.496,22.039
0,0.000,149.381,1.667,28.000,30.000,640.000,360.000,0,38.491,0.987,0.987,38.167,53.229,23.920
0,0.000,192.779,1.900,28.000,30.000,640.000,360.000,0,37.576,0.984,0.985,61.726,46.859,24.491
0,0.000,212.072,1.900,28.000,30.000,640.000,360.000,0,37.301,0.983,0.984,60.735,48.998,34.842
2,0.000,258.998,1.900,28.000,30.000,960.000,540.000,0,40.309,0.993,0.992,11.859,71.183,26.930
0,0.000,174.206,1.900,28.000,30.000,640.000,360.000,0,38.240,0.991,0.991,18.668,57.156,27.456
1,0.000,227.217,1.900,31.000,30.000,960.000,540.000,0,39.462,0.989,0.989,59.219,59.760,36.632
2,0.000,221.234,1.900,28.000,30.000,960.000,540.000,0,41.182,0.992,0.992,17.924,69.638,51.649
3,0.000,240.008,1.900,31.000,30.000,1280.000,720.000,0,41.742,0.992,0.992,19.335,71.614,44.684
1,0.000,233.853,1.900,25.000,30.000,640.000,360.000,0,39.404,0.989,0.989,22.920,59.147,36.035
2,0.000,255.781,1.767,25.000,30.000,640.000,360.000,0,40.025,0.991,0.990,15.608,62.992,6.962
