representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,197.255,1.933,37.000,30.000,960.000,540.000,0,30.525,0.948,0.947,184.743,53.327,45.500
4,0.000,786.050,1.933,28.000,30.000,1280.000,720.000,0,36.353,0.985,0.982,40.592,81.477,74.655
4,0.000,725.396,1.933,28.000,30.000,1280.000,720.000,0,36.946,0.985,0.982,34.266,81.124,78.724
5,0.000,931.080,1.867,28.000,30.000,1920.000,1080.000,0,40.102,0.990,0.988,18.971,86.651,84.268
5,0.000,739.154,1.900,28.000,30.000,1920.000,1080.000,0,40.425,0.991,0.989,10.122,87.036,85.596
5,0.000,683.575,1.900,28.000,30.000,1920.000,1080.000,0,40.693,0.991,0.989,9.562,87.167,85.754
6,0.000,1365.316,1.833,22.000,30.000,1920.000,1080.000,0,43.413,0.996,0.994,3.628,93.551,88.982
5,0.000,886.780,1.600,28.000,30.000,1920.000,1080.000,0,41.973,0.992,0.990,8.661,85.160,84.542
6,0.000,1610.615,1.600,22.000,30.000,1920.000,1080.000,0,44.803,0.996,0.994,3.073,92.882,88.438
5,0.000,1172.170,1.567,28.000,30.000,1920.000,1080.000,0,40.130,0.989,0.987,13.664,86.305,85.255
6,0.000,1396.529,1.567,22.000,30.000,1920.000,1080.000,0,43.555,0.996,0.994,5.647,93.679,88.681
6,0.000,1585.948,1.700,22.000,30.000,1920.000,1080.000,0,45.066,0.996,0.995,3.023,91.975,88.490
5,0.000,1093.334,1.667,25.000,30.000,1920.000,1080.000,0,43.920,0.994,0.993,6.412,89.228,86.640
5,0.000,1232.113,1.867,28.000,30.000,1920.000,1080.000,0,39.786,0.989,0.987,11.676,87.676,84.804
5,0.000,1062.816,1.333,25.000,30.000,1280.000,720.000,0,39.608,0.989,0.987,9.307,87.753,83.900
5,0.000,1129.302,1.333,28.000,30.000,1920.000,1080.000,0,40.057,0.990,0.988,8.680,87.181,84.675
