representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
3,0.000,467.053,1.833,31.000,30.000,960.000,540.000,0,33.453,0.931,0.930,77.551,45.514,41.327
7,0.000,1131.659,1.767,31.000,30.000,1920.000,1080.000,0,36.222,0.971,0.967,18.237,81.183,62.566
7,0.000,1241.948,2.000,25.000,30.000,960.000,540.000,0,39.420,0.981,0.982,51.101,79.437,62.133
8,0.000,1365.710,1.967,19.000,30.000,640.000,360.000,0,40.004,0.984,0.984,25.717,78.838,67.864
8,0.000,1587.499,1.500,28.000,30.000,1920.000,1080.000,0,39.379,0.980,0.976,23.546,78.794,72.978
9,0.000,2152.300,1.967,22.000,30.000,1280.000,720.000,1,42.714,0.989,0.989,13.207,88.537,77.254
8,0.000,1320.492,1.967,22.000,30.000,960.000,540.000,0,42.048,0.987,0.987,20.222,84.058,76.271
8,0.000,1408.638,1.233,22.000,30.000,960.000,540.000,0,41.411,0.984,0.984,35.617,82.896,74.189
9,0.000,1463.047,1.200,22.000,30.000,960.000,540.000,1,41.748,0.987,0.987,22.456,89.295,75.250
7,0.000,941.649,1.867,25.000,30.000,960.000,540.000,0,40.079,0.984,0.984,34.051,77.923,67.857
9,0.000,2028.381,1.700,28.000,30.000,1920.000,1080.000,1,37.286,0.978,0.972,8.086,87.366,70.569
8,0.000,2134.061,1.667,28.000,30.000,1920.000,1080.000,0,37.511,0.972,0.967,13.458,82.163,68.060
7,0.000,953.240,2.000,25.000,30.000,960.000,540.000,0,39.518,0.976,0.977,47.911,70.017,60.900
8,0.000,1290.740,1.967,25.000,30.000,1280.000,720.000,0,41.999,0.985,0.986,26.484,83.015,70.390
