representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
0,0.000,226.684,1.933,37.000,30.000,640.000,360.000,0,24.398,0.686,0.692,1066.776,17.761,12.466
2,0.000,543.869,1.933,37.000,30.000,960.000,540.000,0,24.503,0.705,0.705,699.836,27.501,12.776
3,0.000,1017.426,1.933,37.000,30.000,1280.000,720.000,0,25.354,0.730,0.730,492.651,33.533,14.500
3,0.000,802.134,1.933,34.000,30.000,960.000,540.000,0,27.210,0.826,0.826,262.226,37.340,18.948
3,0.000,888.799,1.933,31.000,30.000,960.000,540.000,0,28.360,0.916,0.893,73.355,51.698,31.621
2,0.000,514.023,1.533,31.000,30.000,960.000,540.000,0,32.612,0.913,0.913,122.325,49.016,37.304
4,0.000,703.915,1.533,34.000,30.000,1280.000,720.000,0,32.316,0.901,0.902,193.305,46.106,32.913
2,0.000,634.993,1.533,31.000,30.000,960.000,540.000,0,33.374,0.928,0.929,136.407,49.415,32.522
4,0.000,652.756,1.467,34.000,30.000,1280.000,720.000,0,33.806,0.921,0.925,188.673,53.973,36.409
3,0.000,588.485,1.700,31.000,30.000,960.000,540.000,0,34.054,0.932,0.935,125.597,51.953,41.686
3,0.000,585.186,1.700,31.000,30.000,960.000,540.000,0,33.650,0.925,0.926,87.583,51.878,43.353
4,0.000,790.085,1.700,28.000,30.000,960.000,540.000,0,36.098,0.959,0.959,46.126,64.342,51.961
4,0.000,689.129,1.700,28.000,30.000,960.000,540.000,0,35.510,0.954,0.953,52.014,66.485,54.843
6,0.000,794.190,1.600,31.000,30.000,1920.000,1080.000,0,39.134,0.980,0.977,20.944,80.269,71.333
