representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,219.002,1.633,31.000,30.000,640.000,360.000,0,32.714,0.876,0.881,263.414,34.496,38.082
5,0.067,1001.339,1.633,28.000,30.000,1280.000,720.000,0,36.379,0.955,0.949,34.358,70.454,62.939
3,0.000,611.976,1.633,28.000,30.000,960.000,540.000,0,35.358,0.939,0.934,48.754,60.762,57.020
6,0.000,1072.923,1.567,28.000,30.000,1280.000,720.000,0,36.287,0.955,0.949,32.399,71.839,63.085
7,0.000,977.567,1.867,28.000,30.000,1920.000,1080.000,0,38.922,0.990,0.986,15.579,87.394,80.732
7,0.000,1088.807,1.867,28.000,30.000,1920.000,1080.000,0,38.780,0.989,0.986,16.112,87.096,81.946
6,1.700,814.286,1.867,31.000,30.000,1920.000,1080.000,0,37.517,0.984,0.981,26.707,81.077,73.518
3,0.000,409.076,1.867,28.000,30.000,960.000,540.000,0,36.115,0.979,0.976,39.273,74.354,65.750
2,0.000,296.700,1.867,31.000,30.000,960.000,540.000,0,34.919,0.970,0.967,67.390,66.403,71.107
3,0.000,395.366,1.867,28.000,30.000,960.000,540.000,0,36.398,0.979,0.975,42.119,73.636,67.071
2,0.000,269.760,1.867,31.000,30.000,960.000,540.000,0,35.520,0.970,0.968,64.446,66.432,74.750
5,0.000,586.809,1.867,28.000,30.000,1280.000,720.000,0,37.812,0.982,0.978,28.473,79.644,76.054
4,0.000,584.923,1.867,28.000,30.000,1280.000,720.000,0,37.945,0.982,0.978,28.789,79.695,78.339
6,0.000,755.661,1.867,25.000,30.000,1280.000,720.000,0,39.170,0.987,0.982,17.054,85.638,78.982
6,0.000,789.013,1.867,25.000,30.000,1280.000,720.000,0,39.175,0.987,0.982,15.504,85.215,4.214
