representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
0,0.000,241.715,1.833,31.000,30.000,640.000,360.000,0,32.182,0.911,0.913,146.695,28.577,33.364
0,0.000,185.008,1.767,31.000,30.000,640.000,360.000,0,31.033,0.935,0.933,98.849,35.943,35.377
0,0.000,234.268,2.000,31.000,30.000,480.000,270.000,0,32.718,0.932,0.941,526.616,33.539,20.317
4,0.000,643.228,1.967,25.000,30.000,640.000,360.000,0,37.328,0.966,0.969,97.998,59.192,45.864
6,0.000,810.379,1.500,28.000,30.000,1280.000,720.000,0,37.918,0.969,0.965,45.858,66.347,62.533
7,0.000,919.001,1.967,25.000,30.000,960.000,540.000,0,40.020,0.979,0.980,41.932,72.961,62.339
7,0.000,1046.433,1.967,19.000,30.000,640.000,360.000,0,41.316,0.986,0.987,21.173,81.020,71.831
7,0.000,766.670,1.233,22.000,30.000,640.000,360.000,0,39.546,0.976,0.978,65.180,71.549,63.838
3,0.000,396.693,1.200,28.000,30.000,640.000,360.000,0,37.109,0.963,0.967,143.443,59.041,46.806
4,0.000,529.624,1.867,25.000,30.000,640.000,360.000,0,38.166,0.976,0.978,65.100,64.788,52.446
5,0.000,721.402,1.700,31.000,30.000,1280.000,720.000,0,34.217,0.952,0.948,28.719,64.999,51.118
7,0.000,1501.872,1.667,31.000,30.000,1920.000,1080.000,0,36.134,0.957,0.954,26.930,71.771,57.040
8,0.000,1496.832,2.000,25.000,30.000,1280.000,720.000,0,40.611,0.982,0.982,30.908,77.866,66.367
0,0.000,177.209,1.967,34.000,30.000,640.000,360.000,0,34.617,0.930,0.940,422.828,34.319,25.475
