representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,243.917,1.667,34.000,30.000,640.000,360.000,0,28.297,0.918,0.918,181.591,40.017,22.120
0,0.000,245.621,1.667,37.000,30.000,960.000,540.000,0,29.753,0.941,0.940,135.681,49.132,34.140
0,0.000,172.880,1.600,37.000,30.000,960.000,540.000,0,31.087,0.954,0.952,107.807,51.844,42.104
2,0.000,381.970,1.967,34.000,30.000,1280.000,720.000,0,33.704,0.968,0.966,39.594,56.433,46.644
3,0.000,476.677,1.967,31.000,30.000,1280.000,720.000,0,35.215,0.979,0.976,21.286,68.016,56.644
2,0.000,350.217,1.967,31.000,30.000,960.000,540.000,0,34.036,0.971,0.970,42.430,56.590,48.390
2,0.000,257.467,1.967,34.000,30.000,1280.000,720.000,0,34.623,0.976,0.974,73.882,62.387,50.102
4,0.000,446.514,1.900,31.000,30.000,1280.000,720.000,0,36.624,0.983,0.982,32.046,71.654,60.053
5,0.000,691.781,1.033,28.000,30.000,1280.000,720.000,0,38.638,0.983,0.981,12.587,78.622,64.903
0,0.000,192.743,1.033,28.000,30.000,640.000,360.000,0,36.410,0.972,0.972,41.190,56.135,44.774
2,0.000,652.479,1.867,31.000,30.000,960.000,540.000,0,30.215,0.900,0.896,250.530,30.867,27.589
2,0.000,601.406,1.867,31.000,30.000,960.000,540.000,0,30.610,0.904,0.902,251.004,31.662,27.071
1,0.000,647.379,1.867,34.000,30.000,1280.000,720.000,0,29.867,0.879,0.878,290.656,29.106,24.607
1,0.000,611.121,1.867,34.000,30.000,1280.000,720.000,0,30.064,0.875,0.876,321.929,28.949,23.536
1,0.000,558.180,1.867,34.000,30.000,1280.000,720.000,0,30.455,0.880,0.881,254.682,33.200,27.464
1,0.000,609.277,1.833,31.000,30.000,960.000,540.000,0,30.371,0.899,0.897,217.042,34.185,29.309
