representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,197.255,1.933,37.000,30.000,960.000,540.000,0,30.525,0.948,0.947,184.743,53.327,45.500
0,0.000,231.968,1.933,31.000,30.000,640.000,360.000,0,31.026,0.953,0.951,186.293,53.736,45.138
0,0.000,217.680,1.933,31.000,30.000,640.000,360.000,0,31.909,0.955,0.954,159.843,54.873,47.810
0,0.000,155.901,1.867,31.000,30.000,640.000,360.000,0,33.807,0.962,0.962,126.114,56.101,53.768
0,0.000,127.036,1.900,31.000,30.000,640.000,360.000,0,34.305,0.965,0.966,81.948,58.789,60.596
1,0.000,194.417,1.900,31.000,30.000,960.000,540.000,0,36.620,0.978,0.977,39.489,71.108,73.158
1,0.000,185.987,1.833,31.000,30.000,960.000,540.000,0,36.882,0.978,0.977,33.923,72.365,75.873
1,0.000,241.685,1.600,31.000,30.000,960.000,540.000,0,37.395,0.975,0.975,42.925,65.636,64.250
1,0.000,231.470,1.600,31.000,30.000,960.000,540.000,0,37.642,0.976,0.976,42.086,66.527,65.708
2,0.000,334.907,1.567,31.000,30.000,960.000,540.000,0,35.814,0.969,0.969,56.161,67.399,67.979
2,0.000,268.468,1.567,28.000,30.000,960.000,540.000,0,38.376,0.984,0.983,25.394,78.775,79.255
2,0.000,294.701,1.700,28.000,30.000,960.000,540.000,0,39.472,0.983,0.982,27.462,72.903,71.804
2,0.000,291.955,1.667,28.000,30.000,960.000,540.000,0,39.662,0.983,0.982,28.866,74.645,71.260
1,0.000,279.737,1.867,28.000,30.000,640.000,360.000,0,34.687,0.969,0.969,61.705,64.960,63.089
0,0.000,217.752,1.333,31.000,30.000,640.000,360.000,0,33.287,0.949,0.951,82.200,56.817,52.275
4,0.000,633.564,1.333,28.000,30.000,1280.000,720.000,0,38.612,0.986,0.984,17.221,81.953,77.275
