representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,270.272,1.627,37.000,23.976,640.000,360.000,0,26.856,0.808,0.829,784.441,28.976,15.795
4,0.000,784.220,1.627,28.000,23.976,640.000,360.000,0,32.112,0.945,0.944,100.379,62.122,34.487
5,0.000,910.115,1.668,25.000,23.976,640.000,360.000,0,34.216,0.963,0.963,48.253,64.328,43.000
7,0.000,1102.758,1.668,31.000,23.976,1280.000,720.000,0,34.326,0.966,0.963,47.671,70.813,51.350
5,0.000,844.805,1.668,31.000,23.976,960.000,540.000,0,32.553,0.935,0.936,102.996,57.381,40.300
8,0.000,1067.883,1.835,28.000,23.976,1280.000,720.000,0,38.385,0.981,0.980,17.896,86.872,66.659
6,1.210,834.645,1.835,22.000,23.976,640.000,360.000,0,37.373,0.978,0.976,19.434,78.272,49.455
1,0.250,396.537,1.835,31.000,23.976,640.000,360.000,0,32.389,0.941,0.947,166.365,49.082,29.500
0,0.000,313.075,1.835,34.000,23.976,640.000,360.000,0,30.381,0.907,0.919,260.670,39.059,22.432
1,0.000,369.257,1.835,34.000,23.976,640.000,360.000,0,30.316,0.893,0.912,363.790,37.412,30.409
2,0.000,457.014,1.835,31.000,23.976,640.000,360.000,0,32.654,0.941,0.950,172.160,57.899,44.909
4,0.000,565.333,1.835,28.000,23.976,640.000,360.000,0,34.776,0.966,0.969,80.448,72.072,32.114
2,0.000,625.099,1.835,31.000,23.976,640.000,360.000,0,29.384,0.907,0.911,198.668,44.200,34.341
4,0.000,813.546,1.835,28.000,23.976,640.000,360.000,0,30.810,0.947,0.943,73.729,56.334,41.659
5,0.000,1010.509,1.627,31.000,23.976,960.000,540.000,0,31.314,0.956,0.950,61.583,61.551,4.231
