representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,162.268,1.760,37.000,25.000,640.000,360.000,0,23.911,0.876,0.861,276.515,20.417,12.273
0,0.000,195.205,1.760,37.000,25.000,640.000,360.000,0,23.152,0.875,0.855,306.169,16.995,11.500
2,0.000,634.473,1.760,34.000,25.000,960.000,540.000,0,27.079,0.951,0.940,108.771,47.507,22.955
1,0.000,428.259,1.760,31.000,25.000,640.000,360.000,0,28.907,0.935,0.931,149.809,41.140,20.705
4,0.000,659.682,1.760,34.000,25.000,1280.000,720.000,0,31.647,0.958,0.953,53.540,61.015,39.045
4,0.000,784.262,1.680,34.000,25.000,1280.000,720.000,0,29.525,0.951,0.943,60.948,60.327,39.143
3,0.000,525.467,1.800,37.000,25.000,640.000,360.000,0,24.287,0.824,0.830,623.293,39.732,16.800
2,0.000,647.444,1.800,31.000,25.000,640.000,360.000,0,31.158,0.933,0.935,214.859,47.773,30.978
5,0.000,1210.880,1.800,34.000,25.000,1280.000,720.000,0,28.041,0.958,0.947,55.701,61.034,42.556
5,0.000,960.777,1.760,37.000,25.000,1280.000,720.000,0,26.158,0.935,0.923,107.177,53.632,32.205
3,0.000,717.548,1.840,37.000,25.000,1280.000,720.000,0,25.558,0.954,0.941,90.815,50.203,27.326
3,0.000,699.648,1.840,34.000,25.000,960.000,540.000,0,27.013,0.954,0.941,60.064,54.915,28.478
3,0.000,724.196,1.840,34.000,25.000,960.000,540.000,0,26.673,0.949,0.937,95.643,44.820,26.565
2,0.000,470.530,1.840,37.000,25.000,960.000,540.000,0,25.559,0.930,0.918,151.815,37.569,19.261
