representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
0,0.000,168.521,1.167,34.000,30.000,960.000,540.000,0,32.268,0.980,0.974,16.103,60.601,44.943
0,0.000,142.602,1.733,31.000,30.000,640.000,360.000,0,32.474,0.964,0.960,30.238,50.889,38.750
0,0.000,157.694,1.733,31.000,30.000,640.000,360.000,0,32.334,0.960,0.957,103.592,49.752,37.615
2,0.000,530.640,1.733,31.000,30.000,960.000,540.000,0,32.422,0.967,0.960,72.391,56.228,40.769
6,0.000,2564.049,1.733,28.000,30.000,1920.000,1080.000,0,36.973,0.990,0.986,21.790,85.297,70.481
0,0.000,278.130,1.600,34.000,30.000,960.000,540.000,0,29.552,0.967,0.956,38.814,49.834,37.312
0,0.000,128.200,2.000,37.000,30.000,1280.000,720.000,0,33.224,0.981,0.976,18.768,66.731,46.150
6,0.000,810.204,1.800,25.000,30.000,1920.000,1080.000,0,43.074,0.996,0.994,3.252,91.935,81.370
6,0.000,829.444,1.800,25.000,30.000,1920.000,1080.000,0,42.763,0.995,0.993,3.687,91.641,85.000
0,0.000,111.444,1.800,28.000,30.000,640.000,360.000,0,36.997,0.981,0.980,34.602,65.945,67.796
5,0.000,520.516,1.800,28.000,30.000,1280.000,720.000,0,44.010,0.988,0.987,26.007,82.408,78.796
0,0.000,230.858,1.800,28.000,30.000,640.000,360.000,0,33.446,0.972,0.968,51.863,52.448,50.815
5,0.000,879.427,1.800,25.000,30.000,960.000,540.000,0,39.412,0.987,0.985,77.960,79.089,68.167
7,0.000,3399.569,1.800,19.000,30.000,1920.000,1080.000,0,45.022,0.995,0.993,12.381,88.312,85.000
0,0.000,151.167,1.700,25.000,30.000,640.000,360.000,0,40.737,0.986,0.984,33.944,69.170,79.275
