representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,219.002,1.633,31.000,30.000,640.000,360.000,0,32.714,0.876,0.881,263.414,34.496,38.082
0,0.000,204.460,1.633,31.000,30.000,640.000,360.000,0,33.014,0.883,0.887,226.594,35.140,38.265
0,1.233,199.636,1.633,31.000,30.000,640.000,360.000,0,32.977,0.881,0.886,204.976,35.704,36.490
0,1.900,218.706,1.567,31.000,30.000,640.000,360.000,0,32.824,0.878,0.884,219.713,38.872,52.191
0,1.600,174.939,1.867,34.000,30.000,960.000,540.000,0,33.417,0.961,0.959,88.941,59.982,51.321
0,0.000,147.454,1.867,31.000,30.000,640.000,360.000,0,32.525,0.955,0.953,98.784,53.492,61.839
0,0.000,154.916,1.867,31.000,30.000,640.000,360.000,0,32.723,0.956,0.954,93.117,53.971,66.804
0,0.000,161.207,1.867,31.000,30.000,640.000,360.000,0,32.855,0.955,0.954,105.780,52.940,52.929
5,0.000,629.730,1.867,28.000,30.000,1280.000,720.000,0,37.471,0.984,0.980,28.823,80.351,64.964
0,0.000,162.600,1.867,31.000,30.000,640.000,360.000,0,33.326,0.958,0.956,106.026,52.041,68.411
0,0.000,147.994,1.867,31.000,30.000,640.000,360.000,0,33.646,0.957,0.956,103.738,53.021,52.625
6,0.000,846.206,1.867,25.000,30.000,1280.000,720.000,0,38.950,0.987,0.983,16.951,85.347,65.732
0,0.000,155.854,1.867,31.000,30.000,640.000,360.000,0,33.817,0.955,0.954,109.412,51.867,38.482
0,0.000,138.060,1.867,31.000,30.000,640.000,360.000,0,34.200,0.957,0.956,101.437,53.392,0.000
7,0.000,1535.653,1.867,25.000,30.000,1920.000,1080.000,0,40.261,0.990,0.985,9.339,89.882,0.000
