representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,243.917,1.667,34.000,30.000,640.000,360.000,0,28.297,0.918,0.918,181.591,40.017,22.120
0,0.000,245.621,1.667,37.000,30.000,960.000,540.000,0,29.753,0.941,0.940,135.681,49.132,34.140
0,0.000,172.880,1.600,37.000,30.000,960.000,540.000,0,31.087,0.954,0.952,107.807,51.844,42.062
0,0.000,253.932,1.967,34.000,30.000,960.000,540.000,0,32.533,0.957,0.957,60.223,46.220,39.441
0,0.000,229.473,1.967,34.000,30.000,960.000,540.000,0,32.709,0.959,0.958,59.767,47.603,40.678
0,0.000,255.982,1.967,34.000,30.000,960.000,540.000,0,32.659,0.958,0.958,77.460,45.737,38.559
2,0.000,257.467,1.967,34.000,30.000,1280.000,720.000,0,34.623,0.976,0.974,74.214,62.387,49.186
5,0.000,609.044,1.900,28.000,30.000,1280.000,720.000,0,37.903,0.989,0.987,18.534,78.606,67.544
5,0.000,691.781,1.033,28.000,30.000,1280.000,720.000,0,38.638,0.983,0.981,12.572,78.622,66.129
5,0.000,496.126,1.033,28.000,30.000,1280.000,720.000,0,39.268,0.985,0.984,14.117,79.150,67.129
5,0.000,1197.069,1.867,31.000,30.000,1280.000,720.000,0,31.239,0.928,0.922,159.883,42.015,38.232
0,0.000,442.290,1.867,28.000,30.000,640.000,360.000,0,30.190,0.902,0.898,250.619,26.685,25.929
0,0.000,347.841,1.867,34.000,30.000,960.000,540.000,0,28.980,0.839,0.842,436.964,19.844,19.339
0,0.000,454.453,1.867,28.000,30.000,640.000,360.000,0,29.867,0.890,0.887,250.264,25.777,23.357
0,0.000,302.854,1.867,34.000,30.000,960.000,540.000,0,29.526,0.845,0.850,396.774,23.646,20.589
0,0.000,348.934,1.833,34.000,30.000,960.000,540.000,0,29.214,0.845,0.850,402.299,22.365,20.964
