representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,79.345,1.933,28.000,30.000,960.000,540.000,0,42.756,0.990,0.988,19.294,77.599,71.034
0,0.000,171.451,1.933,25.000,30.000,640.000,360.000,0,40.866,0.985,0.984,33.773,63.646,52.931
0,0.000,174.012,1.933,25.000,30.000,640.000,360.000,0,40.656,0.985,0.983,35.913,61.991,50.397
1,0.000,197.098,1.933,28.000,30.000,960.000,540.000,0,41.093,0.985,0.984,29.205,66.575,56.466
4,0.000,1274.946,1.933,22.000,30.000,1920.000,1080.000,0,44.538,0.994,0.991,2.204,91.122,82.259
4,0.000,1126.920,1.933,22.000,30.000,1920.000,1080.000,0,44.523,0.994,0.991,2.195,91.588,85.500
4,0.000,706.030,1.933,22.000,30.000,1920.000,1080.000,0,45.027,0.994,0.992,2.874,91.872,86.517
4,0.000,1495.303,1.933,22.000,30.000,1920.000,1080.000,0,44.435,0.994,0.991,3.356,90.761,84.690
0,0.000,207.501,1.933,28.000,30.000,640.000,360.000,0,37.903,0.972,0.973,103.441,50.794,41.345
2,0.000,342.679,1.933,25.000,30.000,960.000,540.000,0,41.943,0.988,0.986,17.024,76.297,66.983
4,0.000,2906.011,1.933,19.000,30.000,1920.000,1080.000,0,45.031,0.994,0.992,1.184,92.284,84.914
0,0.000,145.713,1.933,25.000,30.000,640.000,360.000,0,41.058,0.986,0.984,27.991,64.622,55.483
3,0.000,578.114,1.933,25.000,30.000,1920.000,1080.000,0,44.201,0.993,0.991,4.735,87.592,80.586
4,0.000,1050.240,1.900,22.000,30.000,1920.000,1080.000,0,44.710,0.994,0.991,2.489,90.975,85.439
