representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,145.440,1.133,31.000,30.000,1280.000,720.000,0,40.298,0.987,0.984,26.240,75.623,71.118
3,0.000,830.640,1.133,22.000,30.000,1920.000,1080.000,0,43.553,0.996,0.993,6.106,92.451,82.882
1,0.000,361.994,1.833,31.000,30.000,1920.000,1080.000,0,40.230,0.987,0.984,12.419,80.205,76.818
2,0.000,692.413,1.833,25.000,30.000,1920.000,1080.000,0,42.212,0.993,0.990,4.144,89.739,82.364
2,0.000,787.025,1.833,25.000,30.000,1920.000,1080.000,0,42.016,0.993,0.990,3.673,88.878,82.564
2,0.000,865.938,1.733,25.000,30.000,1920.000,1080.000,0,41.884,0.993,0.989,4.443,88.619,82.442
3,0.000,996.198,1.733,22.000,30.000,1920.000,1080.000,0,42.768,0.995,0.992,2.095,94.228,86.404
3,0.000,989.751,1.733,22.000,30.000,1920.000,1080.000,0,42.726,0.995,0.992,2.155,94.347,86.962
1,0.000,406.643,1.733,28.000,30.000,1920.000,1080.000,0,40.857,0.991,0.988,5.432,88.795,84.077
0,0.000,216.000,1.733,34.000,30.000,1920.000,1080.000,0,38.209,0.980,0.978,13.503,77.826,75.788
0,0.000,160.837,1.733,31.000,30.000,1280.000,720.000,0,38.477,0.983,0.980,12.882,78.246,75.769
0,0.000,214.320,1.633,34.000,30.000,1920.000,1080.000,0,38.276,0.981,0.978,12.128,78.206,75.000
1,0.000,441.942,1.733,31.000,30.000,1920.000,1080.000,0,39.486,0.984,0.981,8.317,81.014,77.135
1,0.000,383.617,1.733,31.000,30.000,1920.000,1080.000,0,39.565,0.985,0.981,8.530,81.308,77.423
1,0.000,377.169,1.733,31.000,30.000,1920.000,1080.000,0,39.629,0.985,0.982,7.927,81.483,77.923
2,0.000,669.889,1.633,25.000,30.000,1920.000,1080.000,0,41.923,0.994,0.990,3.023,91.418,83.918
