representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
1,0.000,459.898,1.933,37.000,30.000,960.000,540.000,0,25.404,0.740,0.739,594.092,27.583,14.431
3,0.000,933.120,1.933,37.000,30.000,1280.000,720.000,0,25.276,0.749,0.743,442.152,34.578,14.655
3,0.000,1017.426,1.933,37.000,30.000,1280.000,720.000,0,25.354,0.730,0.730,491.900,33.533,14.603
4,0.000,1226.425,1.933,31.000,30.000,960.000,540.000,0,28.366,0.878,0.870,130.594,46.915,24.155
4,0.000,967.932,1.933,34.000,30.000,1280.000,720.000,0,28.454,0.904,0.883,86.288,52.040,29.966
2,0.333,514.023,1.533,31.000,30.000,960.000,540.000,0,32.612,0.913,0.913,122.365,49.016,36.000
0,0.000,221.290,1.533,34.000,30.000,640.000,360.000,0,30.262,0.859,0.864,488.040,23.078,19.848
0,0.000,228.584,1.533,34.000,30.000,640.000,360.000,0,30.765,0.876,0.883,443.228,22.679,19.130
1,0.000,282.076,1.467,37.000,30.000,960.000,540.000,0,31.521,0.878,0.886,499.530,36.584,25.295
2,0.000,443.835,1.700,28.000,30.000,640.000,360.000,0,33.400,0.930,0.933,129.662,44.196,37.980
3,0.000,585.186,1.700,31.000,30.000,960.000,540.000,0,33.650,0.925,0.926,87.716,51.878,46.078
6,0.000,1244.654,1.700,28.000,30.000,1280.000,720.000,0,37.340,0.969,0.968,29.703,74.647,62.020
9,0.000,2279.911,1.700,28.000,30.000,1920.000,1080.000,0,38.628,0.976,0.974,16.567,84.571,73.882
10,0.000,1677.030,1.600,25.000,30.000,1920.000,1080.000,1,42.247,0.993,0.990,7.465,90.629,66.042
