representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,143.083,1.875,31.000,24.000,640.000,360.000,0,33.712,0.934,0.947,83.825,57.588,50.978
0,0.000,111.834,1.875,34.000,24.000,640.000,360.000,0,31.580,0.909,0.928,161.165,45.439,39.911
0,0.000,126.963,1.875,31.000,24.000,640.000,360.000,0,32.634,0.938,0.948,67.273,52.007,47.289
0,0.000,153.754,1.875,31.000,24.000,640.000,360.000,0,33.049,0.934,0.945,76.870,51.440,47.444
0,0.000,103.077,1.750,37.000,24.000,960.000,540.000,0,32.947,0.924,0.938,100.002,50.460,46.452
0,1.875,232.285,1.583,37.000,24.000,960.000,540.000,0,26.384,0.860,0.874,169.552,36.461,24.500
0,0.000,236.408,1.583,37.000,24.000,960.000,540.000,0,26.340,0.855,0.870,191.331,35.694,34.237
1,0.000,341.108,1.583,34.000,24.000,960.000,540.000,0,27.495,0.903,0.909,105.833,46.031,36.026
2,0.000,373.915,1.500,37.000,24.000,1280.000,720.000,0,27.854,0.904,0.912,115.928,47.619,41.583
1,0.000,173.644,1.792,34.000,24.000,960.000,540.000,0,32.569,0.938,0.947,81.477,49.625,52.535
3,0.000,333.468,1.792,34.000,24.000,1280.000,720.000,0,34.357,0.956,0.962,76.583,63.129,52.349
4,0.000,344.518,1.833,31.000,24.000,960.000,540.000,0,34.583,0.953,0.961,44.569,60.178,61.568
5,0.000,467.773,1.833,28.000,24.000,960.000,540.000,0,35.663,0.966,0.971,23.730,70.022,62.091
5,0.000,500.960,1.750,31.000,24.000,1280.000,720.000,0,35.538,0.965,0.970,34.031,71.064,72.238
6,0.000,619.902,1.083,31.000,24.000,1920.000,1080.000,0,39.480,0.981,0.984,24.325,78.981,15.577
6,0.000,501.727,1.042,34.000,24.000,1920.000,1080.000,0,38.045,0.975,0.979,48.863,71.317,0.000
