representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,219.002,1.633,31.000,30.000,640.000,360.000,0,32.714,0.876,0.881,263.414,34.496,38.082
2,0.000,400.531,1.633,31.000,30.000,960.000,540.000,0,34.219,0.914,0.913,105.888,49.505,46.327
5,0.000,1010.904,1.633,28.000,30.000,1280.000,720.000,0,36.329,0.954,0.948,31.348,70.107,62.163
6,0.000,1072.923,1.567,28.000,30.000,1280.000,720.000,0,36.287,0.955,0.949,32.254,71.839,63.489
6,0.000,699.154,1.867,31.000,30.000,1920.000,1080.000,0,37.539,0.985,0.981,25.451,82.401,76.411
7,0.000,1088.807,1.867,28.000,30.000,1920.000,1080.000,0,38.780,0.989,0.986,16.136,87.096,81.429
7,0.000,1114.886,1.867,28.000,30.000,1920.000,1080.000,0,38.901,0.989,0.986,15.430,86.720,82.446
7,0.000,1166.074,1.867,28.000,30.000,1920.000,1080.000,0,38.848,0.989,0.985,16.932,86.117,81.893
7,0.000,1190.906,1.867,28.000,30.000,1920.000,1080.000,0,38.854,0.988,0.984,16.861,86.095,81.446
8,0.000,2552.040,1.867,22.000,30.000,1920.000,1080.000,0,41.213,0.994,0.990,5.558,93.573,85.232
7,0.000,1082.640,1.867,28.000,30.000,1920.000,1080.000,0,39.064,0.988,0.983,17.184,85.577,81.571
7,0.000,1600.564,1.867,25.000,30.000,1920.000,1080.000,0,40.117,0.991,0.986,10.079,89.995,83.250
7,0.000,1129.170,1.867,28.000,30.000,1920.000,1080.000,0,39.086,0.986,0.982,17.670,85.619,80.804
6,0.000,755.661,1.867,25.000,30.000,1280.000,720.000,0,39.170,0.987,0.982,16.974,85.638,78.982
9,0.000,4875.467,1.867,19.000,30.000,1920.000,1080.000,1,41.951,0.995,0.991,2.895,95.142,85.125
