representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,217.926,1.417,37.000,24.000,960.000,540.000,0,26.831,0.895,0.908,132.704,40.718,31.147
0,0.000,223.996,1.417,37.000,24.000,960.000,540.000,0,26.663,0.891,0.904,155.455,39.765,29.059
0,0.125,347.287,1.750,34.000,24.000,640.000,360.000,0,30.607,0.878,0.901,870.843,39.826,19.976
0,0.000,209.248,1.750,34.000,24.000,640.000,360.000,0,31.143,0.890,0.909,382.066,35.142,21.548
1,0.000,369.515,1.792,34.000,24.000,640.000,360.000,0,29.114,0.861,0.891,588.971,39.140,20.093
3,0.000,664.454,1.792,31.000,24.000,640.000,360.000,0,29.627,0.864,0.894,407.668,45.583,22.628
2,0.000,520.012,1.792,31.000,24.000,640.000,360.000,0,28.683,0.871,0.896,331.270,44.001,24.814
3,0.000,526.437,1.792,37.000,24.000,1280.000,720.000,0,26.744,0.878,0.895,140.434,41.548,26.442
2,0.000,601.563,1.792,37.000,24.000,1280.000,720.000,0,26.553,0.868,0.887,160.869,41.183,24.674
1,0.000,450.283,1.667,37.000,24.000,960.000,540.000,0,25.166,0.802,0.837,324.042,29.586,18.600
2,0.000,486.342,1.250,28.000,24.000,640.000,360.000,0,34.485,0.932,0.941,187.168,50.570,61.900
3,0.000,496.128,1.917,31.000,24.000,960.000,540.000,0,33.817,0.930,0.943,176.891,61.418,47.261
3,0.000,355.423,1.292,31.000,24.000,960.000,540.000,0,34.273,0.965,0.971,70.196,60.428,48.806
2,0.000,523.872,0.500,28.000,24.000,640.000,360.000,0,33.434,0.928,0.939,159.018,53.386,57.833
3,0.000,403.443,1.583,28.000,24.000,640.000,360.000,0,35.347,0.951,0.959,196.931,62.558,60.474
5,0.000,706.647,1.292,31.000,24.000,1280.000,720.000,0,33.545,0.947,0.954,46.090,69.100,55.935
5,0.000,589.222,1.250,31.000,24.000,1280.000,720.000,0,33.310,0.953,0.958,35.942,70.726,57.867
6,0.000,803.111,0.958,34.000,24.000,1920.000,1080.000,0,37.829,0.973,0.979,54.232,68.627,50.957
