representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,197.255,1.933,37.000,30.000,960.000,540.000,0,30.525,0.948,0.947,184.743,53.327,45.500
0,0.000,231.968,1.933,31.000,30.000,640.000,360.000,0,31.026,0.953,0.951,186.293,53.736,45.138
0,0.000,217.680,1.933,31.000,30.000,640.000,360.000,0,31.909,0.955,0.954,159.843,54.873,47.810
0,0.000,155.901,1.867,31.000,30.000,640.000,360.000,0,33.807,0.962,0.962,126.114,56.101,53.750
5,0.000,739.154,1.900,28.000,30.000,1920.000,1080.000,0,40.425,0.991,0.989,10.168,87.036,82.211
5,0.000,683.575,1.900,28.000,30.000,1920.000,1080.000,0,40.693,0.991,0.989,9.562,87.167,85.754
6,0.000,1365.316,1.833,22.000,30.000,1920.000,1080.000,0,43.413,0.996,0.994,3.628,93.551,89.000
6,0.000,1713.345,1.600,22.000,30.000,1920.000,1080.000,0,44.667,0.996,0.994,2.618,92.598,88.896
0,0.000,179.465,1.600,28.000,30.000,640.000,360.000,0,37.177,0.975,0.975,44.826,63.015,62.688
5,0.000,1172.170,1.567,28.000,30.000,1920.000,1080.000,0,40.130,0.989,0.987,13.694,86.305,81.383
0,0.000,162.148,1.567,28.000,30.000,640.000,360.000,0,36.336,0.977,0.976,36.948,69.074,72.106
0,0.000,170.579,1.700,28.000,30.000,640.000,360.000,0,37.698,0.974,0.974,49.189,61.846,56.510
4,0.000,440.520,1.667,28.000,30.000,1280.000,720.000,0,40.738,0.988,0.986,19.622,79.680,74.880
5,0.000,1232.113,1.867,28.000,30.000,1920.000,1080.000,0,39.786,0.989,0.987,11.687,87.676,83.679
5,0.000,1062.816,1.333,25.000,30.000,1280.000,720.000,0,39.608,0.989,0.987,9.307,87.753,83.900
6,0.000,2194.140,1.333,22.000,30.000,1920.000,1080.000,0,42.931,0.995,0.993,2.753,93.986,88.100
