representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,114.347,1.792,37.000,24.000,640.000,360.000,0,33.734,0.936,0.939,1080.847,22.887,45.791
0,0.000,195.916,1.792,34.000,24.000,480.000,270.000,0,30.149,0.854,0.889,769.419,32.646,20.953
3,0.000,454.817,1.792,31.000,24.000,640.000,360.000,0,32.294,0.911,0.932,248.280,53.557,34.721
2,0.000,516.636,1.792,37.000,24.000,960.000,540.000,0,25.664,0.832,0.861,207.297,43.008,18.907
5,0.000,936.076,1.792,37.000,24.000,1280.000,720.000,0,26.308,0.886,0.901,120.212,55.993,23.233
4,0.000,940.429,1.792,34.000,24.000,960.000,540.000,0,26.919,0.876,0.896,138.230,54.457,22.349
7,0.000,873.855,1.792,25.000,24.000,960.000,540.000,0,38.804,0.971,0.975,65.394,70.296,62.209
4,0.000,500.027,1.625,25.000,24.000,640.000,360.000,0,36.645,0.963,0.970,50.047,63.775,57.385
8,0.000,1036.381,1.833,31.000,24.000,1920.000,1080.000,0,38.959,0.984,0.987,18.523,81.329,77.227
8,0.000,1242.061,1.833,31.000,24.000,1920.000,1080.000,0,38.623,0.978,0.982,24.342,80.585,72.568
5,0.000,466.063,1.833,31.000,24.000,1280.000,720.000,0,38.418,0.976,0.981,37.225,75.253,71.977
7,0.000,678.340,1.833,31.000,24.000,1920.000,1080.000,0,40.398,0.984,0.987,23.139,82.665,78.977
2,0.000,219.164,1.833,34.000,24.000,960.000,540.000,0,35.663,0.956,0.966,71.407,58.354,51.909
3,0.000,294.916,1.833,31.000,24.000,960.000,540.000,0,36.972,0.967,0.974,72.352,65.394,60.591
5,0.000,422.710,1.833,31.000,24.000,1280.000,720.000,0,38.252,0.977,0.981,33.999,74.338,70.273
