representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,219.002,1.633,31.000,30.000,640.000,360.000,0,32.714,0.876,0.881,263.414,34.496,38.082
0,0.000,204.460,1.633,31.000,30.000,640.000,360.000,0,33.014,0.883,0.887,226.594,35.140,38.265
3,0.000,611.976,1.633,28.000,30.000,960.000,540.000,0,35.358,0.939,0.934,50.004,60.762,54.265
6,0.000,1072.923,1.567,28.000,30.000,1280.000,720.000,0,36.287,0.955,0.949,32.399,71.839,62.638
6,0.000,699.154,1.867,31.000,30.000,1920.000,1080.000,0,37.539,0.985,0.981,25.451,82.401,76.411
4,0.000,424.787,1.867,31.000,30.000,1280.000,720.000,0,35.938,0.978,0.974,41.788,74.464,72.143
5,0.000,602.353,1.867,28.000,30.000,1280.000,720.000,0,37.444,0.985,0.981,26.503,81.120,77.250
5,0.000,623.837,1.867,28.000,30.000,1280.000,720.000,0,37.449,0.984,0.980,29.157,80.533,77.482
4,0.000,453.129,1.867,31.000,30.000,1280.000,720.000,0,36.155,0.976,0.973,48.665,73.351,71.696
6,0.000,862.526,1.867,25.000,30.000,1280.000,720.000,0,38.830,0.989,0.984,17.182,85.559,79.964
6,0.000,818.040,1.867,25.000,30.000,1280.000,720.000,0,39.027,0.988,0.984,16.766,85.519,80.786
6,0.000,846.206,1.867,25.000,30.000,1280.000,720.000,0,38.950,0.987,0.983,16.511,85.347,80.429
6,0.000,839.486,1.867,25.000,30.000,1280.000,720.000,0,39.049,0.987,0.982,16.591,85.353,79.893
4,0.000,526.993,1.867,28.000,30.000,1280.000,720.000,0,38.130,0.982,0.978,28.019,80.313,75.732
5,0.000,548.044,1.867,28.000,30.000,1280.000,720.000,0,38.103,0.982,0.978,26.138,79.734,74.661
