representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,127.289,1.700,28.000,30.000,640.000,360.000,0,40.438,0.987,0.988,59.990,59.915,41.020
0,0.000,127.285,1.700,28.000,30.000,640.000,360.000,0,39.855,0.986,0.987,57.305,57.620,37.373
0,0.000,175.035,1.700,31.000,30.000,960.000,540.000,0,39.550,0.982,0.984,58.529,53.215,36.431
0,0.000,165.774,1.700,28.000,30.000,640.000,360.000,0,38.481,0.977,0.980,75.952,46.511,29.843
5,0.000,940.932,1.700,28.000,30.000,1920.000,1080.000,0,43.963,0.990,0.991,21.607,80.926,67.902
4,0.000,446.074,1.667,28.000,30.000,1280.000,720.000,0,42.227,0.991,0.991,13.712,76.699,50.840
6,0.000,1534.248,1.900,25.000,30.000,1920.000,1080.000,0,45.021,0.995,0.994,4.327,88.310,73.912
0,0.000,212.072,1.900,28.000,30.000,640.000,360.000,0,37.301,0.983,0.984,60.565,48.998,28.614
5,0.000,778.964,1.900,28.000,30.000,1920.000,1080.000,0,43.903,0.995,0.994,3.158,86.467,63.789
5,0.000,671.069,1.900,25.000,30.000,1280.000,720.000,0,43.317,0.995,0.994,3.354,84.427,59.105
6,0.000,1256.328,1.900,25.000,30.000,1920.000,1080.000,0,45.853,0.996,0.995,5.717,89.039,75.000
0,0.000,120.211,1.900,28.000,30.000,640.000,360.000,0,38.984,0.990,0.990,36.007,56.206,32.035
6,0.000,904.349,1.900,25.000,30.000,1920.000,1080.000,0,46.307,0.995,0.994,2.795,89.226,77.684
6,0.000,1356.956,1.900,25.000,30.000,1920.000,1080.000,0,45.550,0.995,0.994,3.458,88.709,79.737
0,0.000,186.186,1.767,28.000,30.000,640.000,360.000,0,38.906,0.988,0.988,26.792,54.790,31.358
