representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,169.868,1.833,31.000,30.000,640.000,360.000,0,32.128,0.940,0.939,77.257,37.169,39.164
6,0.000,1065.334,1.833,28.000,30.000,1280.000,720.000,0,35.610,0.961,0.956,26.921,68.741,55.600
7,0.000,1131.659,1.767,31.000,30.000,1920.000,1080.000,0,36.222,0.971,0.967,18.017,81.183,63.981
7,0.000,1241.948,2.000,25.000,30.000,960.000,540.000,0,39.420,0.981,0.982,51.101,79.437,62.133
8,0.000,1365.710,1.967,19.000,30.000,640.000,360.000,0,40.004,0.984,0.984,25.717,78.838,67.847
7,0.000,1180.485,1.500,25.000,30.000,1280.000,720.000,0,39.265,0.981,0.976,24.441,76.789,72.911
8,0.000,1437.624,1.967,25.000,30.000,1280.000,720.000,0,41.275,0.984,0.984,25.887,80.953,70.424
8,0.000,1320.492,1.967,22.000,30.000,960.000,540.000,0,42.048,0.987,0.987,20.256,84.058,75.695
8,0.000,1408.638,1.233,22.000,30.000,960.000,540.000,0,41.411,0.984,0.984,35.617,82.896,74.189
9,0.000,1463.047,1.200,22.000,30.000,960.000,540.000,1,41.748,0.987,0.987,22.456,89.295,75.250
8,0.000,1338.090,1.867,22.000,30.000,960.000,540.000,0,41.466,0.989,0.988,18.081,86.147,75.036
7,0.000,1421.280,1.700,31.000,30.000,1920.000,1080.000,0,35.838,0.965,0.960,15.892,78.381,62.863
7,0.000,1501.872,1.667,31.000,30.000,1920.000,1080.000,0,36.134,0.957,0.954,26.879,71.771,58.220
8,0.000,1496.832,2.000,25.000,30.000,1280.000,720.000,0,40.611,0.982,0.982,30.908,77.866,66.367
7,0.000,830.184,1.967,25.000,30.000,960.000,540.000,0,40.861,0.981,0.982,40.990,75.580,64.966
