representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,148.899,1.933,37.000,30.000,640.000,360.000,0,26.600,0.822,0.822,427.005,22.555,18.397
0,0.000,226.684,1.933,37.000,30.000,640.000,360.000,0,24.398,0.686,0.692,1066.776,17.761,12.466
0,0.000,182.048,1.933,40.000,30.000,640.000,360.000,0,22.801,0.594,0.609,1909.334,14.981,9.121
0,0.000,160.833,1.933,37.000,30.000,480.000,270.000,0,23.017,0.599,0.614,1921.850,14.367,9.552
4,0.000,1226.425,1.933,31.000,30.000,960.000,540.000,0,28.366,0.878,0.870,133.286,46.915,23.690
2,0.000,594.492,1.933,34.000,30.000,960.000,540.000,0,27.230,0.867,0.849,139.300,40.556,21.948
2,0.000,514.023,1.533,31.000,30.000,960.000,540.000,0,32.612,0.913,0.913,122.367,49.016,36.022
5,0.000,1092.172,1.533,31.000,30.000,1280.000,720.000,0,33.485,0.924,0.923,103.809,55.781,39.870
2,0.000,634.993,1.533,31.000,30.000,960.000,540.000,0,33.374,0.928,0.929,135.944,49.415,33.239
4,0.000,652.756,1.467,34.000,30.000,1280.000,720.000,0,33.806,0.921,0.925,188.673,53.973,36.409
6,0.000,1394.546,1.700,28.000,30.000,1280.000,720.000,0,36.378,0.959,0.958,43.025,71.194,55.706
0,0.000,216.673,1.700,34.000,30.000,640.000,360.000,0,30.918,0.873,0.881,296.085,27.741,29.980
5,0.000,879.887,1.700,31.000,30.000,1280.000,720.000,0,36.036,0.954,0.956,53.960,64.728,48.725
5,0.000,689.129,1.700,28.000,30.000,960.000,540.000,0,35.510,0.954,0.953,52.067,66.485,54.627
1,0.000,190.115,1.600,28.000,30.000,640.000,360.000,0,34.917,0.957,0.955,74.821,55.282,51.667
