representation_index,rebuffering_duration,video_bitrate,chunk_duration,qp,framerate,width,height,is_best,psnr,ssim,msssim,strred,vmaf,ssimplus
0,0.000,156.761,1.167,37.000,30.000,1280.000,720.000,0,32.946,0.982,0.977,11.267,65.918,46.286
4,0.000,468.062,1.167,34.000,30.000,1920.000,1080.000,0,36.495,0.989,0.986,5.311,81.647,65.600
4,0.000,406.223,1.733,37.000,30.000,1920.000,1080.000,0,34.817,0.975,0.973,19.398,69.059,56.365
4,0.000,467.238,1.733,31.000,30.000,1280.000,720.000,0,35.575,0.981,0.978,48.057,72.425,61.481
2,0.000,530.640,1.733,31.000,30.000,960.000,540.000,0,32.422,0.967,0.960,71.717,56.228,43.077
2,0.000,599.497,1.733,31.000,30.000,960.000,540.000,0,31.450,0.963,0.955,77.741,53.390,38.865
4,0.000,635.630,1.600,37.000,30.000,1920.000,1080.000,0,31.874,0.976,0.970,24.335,67.088,45.396
5,0.000,403.392,2.000,31.000,30.000,1920.000,1080.000,0,38.596,0.992,0.990,4.489,87.611,75.183
6,0.000,810.204,1.800,25.000,30.000,1920.000,1080.000,0,43.074,0.996,0.994,3.235,91.935,84.426
4,0.000,391.849,1.800,31.000,30.000,1920.000,1080.000,0,40.274,0.991,0.989,10.936,84.513,80.852
5,0.000,394.480,1.800,31.000,30.000,1920.000,1080.000,0,40.413,0.990,0.988,16.169,85.239,80.481
5,0.000,520.516,1.800,28.000,30.000,1280.000,720.000,0,44.010,0.988,0.987,25.911,82.408,80.352
3,0.000,469.156,1.800,31.000,30.000,1280.000,720.000,0,35.817,0.981,0.977,29.830,69.951,64.407
4,0.000,487.218,1.800,25.000,30.000,640.000,360.000,0,37.599,0.981,0.979,128.551,67.691,59.093
5,0.000,312.893,1.800,19.000,30.000,640.000,360.000,0,43.824,0.992,0.990,46.850,79.210,83.574
5,0.000,426.631,1.700,25.000,30.000,1280.000,720.000,0,42.271,0.991,0.988,14.692,84.097,83.137
